title,year,budget,gross,country,imdb_score,facebook_likes
Clash of the Titans,2010,125000000,163192114,USA,5.8,15000
Hard Rain,1998,70000000,19819494,USA,5.8,815
Wrath of the Titans,2012,150000000,83640426,USA,5.8,19000
The Last Time I Committed Suicide,1997,4000000,12836,USA,5.8,161
The Wolfman,2010,150000000,61937495,USA,5.8,0
Chicken Little,2005,150000000,135381507,USA,5.8,912
54,1998,13000000,16574731,USA,5.8,0
Earth to Echo,2014,13000000,38916903,USA,5.8,0
Love Stinks,1999,4000000,2800000,USA,5.8,309
Mary Reilly,1996,47000000,5600000,USA,5.8,616
Pan,2015,150000000,34964818,USA,5.8,24000
Species,1995,35000000,60054449,USA,5.8,0
Pan,2015,150000000,34964818,USA,5.8,24000
Pan,2015,150000000,34964818,USA,5.8,24000
Noah,2014,125000000,101160529,USA,5.8,71000
Journey to the Center of the Earth,2008,45000000,101702060,USA,5.8,0
Falcon Rising,2014,4500000,8691,USA,5.8,0
Journey 2: The Mysterious Island,2012,79000000,103812241,USA,5.8,0
Around the World in 80 Days,2004,110000000,24004159,USA,5.8,0
Duplex,2003,40000000,9652000,USA,5.8,0
Novocaine,2001,6000000,2025238,USA,5.8,289
Paranormal Activity 3,2011,5000000,104007828,USA,5.8,24000
Gothika,2003,40000000,59588068,USA,5.8,0
The League of Extraordinary Gentlemen,2003,78000000,66462600,USA,5.8,0
Observe and Report,2009,18000000,23993605,USA,5.8,0
Conan the Destroyer,1984,18000000,26400000,USA,5.8,2000
The Guilt Trip,2012,40000000,37101011,USA,5.8,0
Splice,2009,26000000,16999046,Canada,5.8,12000
Mad Money,2008,22000000,20668843,USA,5.8,687
School Daze,1988,6500000,14545844,USA,5.8,624
Get Over It,2001,22000000,11560259,USA,5.8,0
Into the Blue,2005,50000000,18472363,USA,5.8,0
Mickey Blue Eyes,1999,40000000,33864342,UK,5.8,445
The Divide,2011,3000000,22000,Germany,5.8,0
G.I. Joe: Retaliation,2013,130000000,122512052,USA,5.8,42000
The Fan,1996,55000000,18573791,USA,5.8,0
The Nut Job,2014,42000000,64238770,Canada,5.8,0
Semi-Pro,2008,55000000,33472850,USA,5.8,0
Gamer,2009,50000000,20488579,USA,5.8,0
The Adventures of Elmo in Grouchland,1999,17000000,11634458,USA,5.8,339
Life or Something Like It,2002,40000000,14448589,USA,5.8,835
Haywire,2011,23000000,18934858,Ireland,5.8,0
Stuck on You,2003,55000000,33828318,USA,5.8,0
Friday After Next,2002,20000000,32983713,USA,5.8,981
The 5th Quarter,2010,6000000,399611,USA,5.7,0
Rambo III,1988,63000000,53715611,USA,5.7,2000
End of Days,1999,83000000,66862068,USA,5.7,2000
Lara Croft: Tomb Raider,2001,115000000,131144183,USA,5.7,0
Open Water,2003,500000,30500882,USA,5.7,0
Unfriended,2014,1000000,31537320,USA,5.7,13000
Hudson Hawk,1991,70000000,17218080,USA,5.7,0
Filly Brown,2012,427000,2833383,USA,5.7,0
Be Cool,2005,53000000,55808744,USA,5.7,0
Only God Forgives,2013,4800000,778565,Denmark,5.7,30000
Planet of the Apes,2001,100000000,180011740,USA,5.7,0
Eat Pray Love,2010,60000000,80574010,USA,5.7,26000
The Watch,2012,68000000,34350553,USA,5.7,15000
Paranormal Activity 2,2010,3000000,84749884,USA,5.7,14000
The Watch,2012,68000000,34350553,USA,5.7,15000
The Purge,2013,3000000,64423650,USA,5.7,31000
L!fe Happens,2011,930000,20186,USA,5.7,995
Diary of the Dead,2007,2000000,952620,USA,5.7,0
Eye of the Dolphin,2006,2500000,71904,USA,5.7,140
Eddie: The Sleepwalking Cannibal,2012,1500000,1521,Canada,5.7,932
Friday the 13th Part III,1982,4000000,36200000,USA,5.7,0
Bullet to the Head,2012,55000000,9483821,USA,5.7,10000
Looney Tunes: Back in Action,2003,80000000,20950820,Germany,5.7,665
The Relic,1997,40000000,33927476,UK,5.7,956
Witchboard,1986,2000000,7369373,UK,5.7,0
Six Days Seven Nights,1998,70000000,74329966,USA,5.7,0
The Ghastly Love of Johnny X,2012,2000000,2436,USA,5.7,655
Priest,2011,60000000,29136626,USA,5.7,20000
Hollow Man,2000,95000000,73209340,USA,5.7,0
Red Planet,2000,70000000,17473245,USA,5.7,995
"War, Inc.",2008,10000000,578527,USA,5.7,883
Valentine's Day,2010,52000000,110476776,USA,5.7,9000
Flight of the Intruder,1991,35000000,14587732,USA,5.7,452
Magic Mike XXL,2015,14800000,66009973,USA,5.7,41000
All About the Benjamins,2002,14000000,25482931,USA,5.7,530
Thinner,1996,8500000,15171475,USA,5.7,0
Identity Thief,2013,35000000,134455175,USA,5.7,17000
Jefferson in Paris,1995,14000000,2474000,France,5.7,127
Reindeer Games,2000,34000000,23360779,USA,5.7,852
A Nightmare on Elm Street 4: The Dream Master,1988,7000000,49369900,USA,5.7,0
What to Expect When You're Expecting,2012,40000000,41102171,USA,5.7,14000
Child's Play 2,1990,13000000,28501605,USA,5.7,0
Admission,2013,13000000,18004225,USA,5.7,5000
Sgt. Bilko,1996,39000000,30400000,USA,5.7,478
Hulk,2003,137000000,132122995,USA,5.7,0
The Reaping,2007,40000000,25117498,USA,5.7,0
The Art of War,2000,40000000,30199105,USA,5.7,470
Screwed,2000,10000000,6982680,USA,5.7,262
Drillbit Taylor,2008,40000000,32853640,USA,5.7,702
Dumb and Dumber To,2014,35000000,86208010,USA,5.7,55000
Sparkle,2012,17000000,24397469,USA,5.7,0
Kiss the Bride,2007,500000,31937,USA,5.7,60
Gun Shy,2000,10000000,1631839,USA,5.7,242
The Princess Diaries 2: Royal Engagement,2004,40000000,95149435,USA,5.7,1000
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,15000000,12701880,USA,5.7,175
Sabotage,2014,35000000,10499968,USA,5.7,10000
Trust the Man,2005,9000000,1530535,USA,5.7,215
Not Another Teen Movie,2001,16000000,37882551,USA,5.7,0
Think Like a Man Too,2014,24000000,65182182,USA,5.7,3000
Love Ranch,2010,25000000,134904,USA,5.7,636
The Little Vampire,2000,22000000,13555988,Germany,5.7,0
Sabotage,2014,35000000,10499968,USA,5.7,10000
Jaws 2,1978,20000000,102922376,USA,5.7,0
Transformers: Age of Extinction,2014,210000000,245428137,USA,5.7,56000
Drumline,2002,20000000,56398162,USA,5.7,2000
New Year's Eve,2011,56000000,54540525,USA,5.7,20000
Armored,2009,27000000,15988876,USA,5.7,0
What Just Happened,2008,25000000,1089365,USA,5.7,845
Joyful Noise,2012,25000000,30920167,USA,5.7,0
Brick Mansions,2014,28000000,20285518,France,5.7,0
Bad Teacher,2011,20000000,100292856,USA,5.7,16000
The Nutcracker,1993,19000000,2119994,USA,5.7,238
Deuce Bigalow: Male Gigolo,1999,17000000,65535067,USA,5.7,0
Barbershop 2: Back in Business,2004,18000000,64955956,USA,5.7,265
Love the Coopers,2015,17000000,26284475,USA,5.7,0
And So It Goes,2014,18000000,15155772,USA,5.7,3000
How to Deal,2003,16000000,14108518,USA,5.7,371
Nacho Libre,2006,32000000,80197993,Germany,5.7,0
Playing for Keeps,2012,35000000,13101142,USA,5.7,0
America's Sweethearts,2001,48000000,93607673,USA,5.7,881
Planet of the Apes,2001,100000000,180011740,USA,5.7,0
Race to Witch Mountain,2009,65000000,67128202,USA,5.7,0
Jumping the Broom,2011,6600000,37295394,USA,5.7,0
Escape from L.A.,1996,50000000,25407250,USA,5.7,0
Skin Trade,2014,9000000,162,Thailand,5.7,0
Drive Me Crazy,1999,8000000,17843379,USA,5.7,0
Saw 3D: The Final Chapter,2010,20000000,45670855,Canada,5.6,12000
Son of God,2014,22000000,59696176,USA,5.6,15000
Rugrats Go Wild,2003,25000000,39399750,USA,5.6,329
I Know What You Did Last Summer,1997,17000000,72219395,USA,5.6,0
The Black Dahlia,2006,50000000,22518325,Germany,5.6,0
Good Luck Chuck,2007,25000000,35000629,USA,5.6,0
Your Highness,2011,49900000,21557240,USA,5.6,18000
Timeline,2003,80000000,19480739,USA,5.6,0
Diary of a Mad Black Woman,2005,5500000,50382128,USA,5.6,0
Cop Out,2010,37000000,44867349,USA,5.6,0
Bad Company,2002,70000000,30157016,USA,5.6,792
Dark Water,2005,30000000,25472967,USA,5.6,0
40 Days and 40 Nights,2002,17000000,37939782,USA,5.6,2000
Fool's Gold,2008,70000000,70224196,USA,5.6,0
Beastly,2011,17000000,27854896,USA,5.6,16000
A Thin Line Between Love and Hate,1996,8000000,34746109,USA,5.6,559
Dickie Roberts: Former Child Star,2003,17000000,22734486,USA,5.6,320
House at the End of the Street,2012,6900000,31607598,Canada,5.6,10000
Mighty Joe Young,1998,90000000,50628009,USA,5.6,0
The Banger Sisters,2002,10000000,30306281,USA,5.6,744
The Skulls,2000,15000000,35007180,USA,5.6,0
The Box,2009,16000000,15045676,USA,5.6,0
House on Haunted Hill,1999,19000000,40846082,USA,5.6,0
Blue Crush,2002,30000000,40118420,USA,5.6,0
Mission to Mars,2000,90000000,60874615,USA,5.6,0
Barnyard,2006,51000000,72601713,Germany,5.6,605
R.I.P.D.,2013,130000000,33592415,USA,5.6,20000
Snakes on a Plane,2006,33000000,34014398,Germany,5.6,4000
Lady in the Water,2006,70000000,42272747,USA,5.6,0
AVP: Alien vs. Predator,2004,60000000,80281096,USA,5.6,0
Club Dread,2004,8550000,4992159,USA,5.6,713
Love Happens,2009,18000000,22927390,USA,5.6,0
Snakes on a Plane,2006,33000000,34014398,Germany,5.6,4000
Alex & Emma,2003,30000000,14208384,USA,5.6,625
Fantastic 4: Rise of the Silver Surfer,2007,130000000,131920333,USA,5.6,0
Jeepers Creepers II,2003,17000000,35143332,USA,5.6,0
Enough,2002,38000000,39177215,USA,5.6,0
No Good Deed,2014,13200000,52543632,USA,5.6,0
5 Days of War,2011,20000000,17149,Georgia,5.6,0
Runner Runner,2013,30000000,19316646,USA,5.6,0
"You, Me and Dupree",2006,54000000,75604320,USA,5.6,0
Angel Eyes,2001,38000000,24044532,USA,5.6,689
Pompeii,2014,80000000,23219748,Canada,5.6,20000
Why Did I Get Married?,2007,15000000,55184721,USA,5.6,1000
The Players Club,1998,4500000,23031390,USA,5.6,575
The Promise,2005,60000000,668171,China,5.6,445
Bubble Boy,2001,13000000,5002310,USA,5.6,0
I Dreamed of Africa,2000,34000000,6543194,USA,5.6,314
Time Changer,2002,825000,15278,USA,5.6,409
What Planet Are You From?,2000,50000000,6291602,USA,5.6,255
Machete Kills,2013,20000000,7268659,Russia,5.6,48000
Happy Christmas,2014,70000,30084,USA,5.6,812
Malone,1987,10000000,3060858,USA,5.6,208
The Big Wedding,2013,35000000,21784432,USA,5.6,0
The Muse,1999,15000000,11614236,USA,5.6,251
A Guy Thing,2003,20000000,15408822,USA,5.6,401
The Last Exorcism,2010,1800000,40990055,France,5.6,0
Money Train,1995,68000000,35324232,USA,5.6,617
The Nutty Professor,1996,54000000,128769345,USA,5.6,960
Failure to Launch,2006,50000000,88658172,USA,5.6,2000
Kicking & Screaming,2005,45000000,52580895,USA,5.6,743
The FP,2011,60000,40557,USA,5.6,0
Mercy Streets,2000,600000,171988,USA,5.6,12
The Crew,2000,23000000,13019253,USA,5.6,153
Coyote Ugly,2000,45000000,60786269,USA,5.6,0
Poseidon,2006,160000000,60655503,USA,5.6,0
Mirror Mirror,2012,85000000,64933670,USA,5.6,18000
Maggie,2015,8500000,131175,USA,5.6,22000
Chain Reaction,1996,50000000,20550712,USA,5.6,1000
The Benchwarmers,2006,33000000,57651794,USA,5.6,0
Two Girls and a Guy,1997,1000000,1950218,USA,5.6,387
Hoot,2006,15000000,8080116,USA,5.6,647
Arnolds Park,2007,600000,23616,USA,5.6,11
Valiant,2005,35000000,19447478,UK,5.6,538
Babylon A.D.,2008,70000000,22531698,France,5.6,0
Lake Placid,1999,27000000,31768374,USA,5.6,2000
The Juror,1996,44000000,44834712,USA,5.6,353
The Singing Detective,2003,8000000,336456,USA,5.6,494
Drowning Mona,2000,16000000,15427192,USA,5.6,492
Green Lantern,2011,200000000,116593191,USA,5.6,24000
Pixels,2015,88000000,78747585,USA,5.6,39000
The Pink Panther,2006,65000000,82226474,USA,5.6,0
Cutthroat Island,1995,98000000,11000000,USA,5.6,1000
Hardflip,2012,1000000,96734,USA,5.6,706
Imagine That,2009,55000000,16088610,USA,5.6,610
Don't Be Afraid of the Dark,2010,25000000,24042490,USA,5.6,10000
"Bright Lights, Big City",1988,25000000,16118077,USA,5.6,377
Win a Date with Tad Hamilton!,2004,24000000,16964743,USA,5.6,876
That's My Boy,2012,70000000,36931089,USA,5.6,12000
Deuces Wild,2002,10000000,6044618,USA,5.6,398
12 Rounds,2009,22000000,12232937,USA,5.6,0
Legends of Oz: Dorothy's Return,2013,70000000,8460990,USA,5.6,5000
Four Christmases,2008,80000000,120136047,Germany,5.6,0
New in Town,2009,8000000,16699684,USA,5.6,0
Gods of Egypt,2016,140000000,31141074,USA,5.5,24000
Double Impact,1991,15000000,30102717,USA,5.5,0
The Scorpion King,2002,60000000,90341670,USA,5.5,0
Ghostbusters,2016,144000000,118099659,USA,5.5,62000
The Innkeepers,2011,750000,77501,USA,5.5,0
Runaway Bride,1999,70000000,152149590,USA,5.5,0
The House Bunny,2008,25000000,48237389,USA,5.5,0
November,2004,150000,191309,USA,5.5,98
How Stella Got Her Groove Back,1998,20000000,37672350,USA,5.5,0
Alexander,2004,155000000,34293771,Germany,5.5,0
Couples Retreat,2009,60000000,109176215,USA,5.5,0
The Day the Earth Stood Still,2008,80000000,79363785,USA,5.5,0
Whatever It Takes,2000,15000000,8735529,USA,5.5,816
"First Love, Last Rites",1997,300000,40542,USA,5.5,26
Crocodile Dundee II,1988,15800000,109306210,Australia,5.5,489
My Bloody Valentine,2009,15000000,51527787,USA,5.5,0
Urban Legend,1998,14000000,38048637,USA,5.5,0
Ghostbusters,2016,144000000,118099659,USA,5.5,62000
Disturbing Behavior,1998,15000000,17411331,Australia,5.5,673
Nowhere to Run,1993,15000000,22189039,USA,5.5,466
Whiteout,2009,35000000,10268846,USA,5.5,0
Seventh Son,2014,95000000,17176900,USA,5.5,16000
The Texas Chainsaw Massacre 2,1986,4700000,8025872,USA,5.5,0
Stolen,2012,35000000,183125,USA,5.5,0
"Dude, Where's My Car?",2000,13000000,46729374,USA,5.5,0
Hop,2011,63000000,108012170,USA,5.5,0
Æon Flux,2005,62000000,25857987,USA,5.5,0
Joe Somebody,2001,38000000,22770864,USA,5.5,168
Daddy Day Care,2003,60000000,104148781,USA,5.5,886
Exit Wounds,2001,33000000,51758599,USA,5.5,742
Charlie's Angels,2000,92000000,125305545,USA,5.5,0
Troop Beverly Hills,1989,18000000,8508843,USA,5.5,0
White Noise,2005,10000000,55865715,UK,5.5,0
The Man,2005,33000000,8326035,Germany,5.5,676
Scream 3,2000,40000000,89138076,USA,5.5,0
Thir13en Ghosts,2001,20000000,41867960,USA,5.5,0
The Last Days on Mars,2013,7000000,23838,UK,5.5,0
People I Know,2002,22000000,121972,USA,5.5,217
The Twilight Saga: Breaking Dawn - Part 2,2012,120000000,292298923,USA,5.5,65000
Piranha 3D,2010,24000000,25003072,USA,5.5,13000
Mortdecai,2015,60000000,7605668,UK,5.5,12000
Domestic Disturbance,2001,53000000,45207112,USA,5.5,361
Employee of the Month,2006,12000000,28435406,USA,5.5,0
The Day the Earth Stood Still,2008,80000000,79363785,USA,5.5,0
The Perfect Man,2005,25000000,16247775,USA,5.5,767
The Bounty Hunter,2010,40000000,67061228,USA,5.5,0
MacGruber,2010,10000000,8460995,USA,5.5,0
Beverly Hills Cop III,1994,55000000,42610000,USA,5.5,669
Casa de mi Padre,2012,6000000,5895238,USA,5.5,9000
The Smurfs,2011,110000000,142614158,USA,5.5,31000
Atlas Shrugged II: The Strike,2012,10000000,3333823,USA,5.5,0
Drive Angry,2011,50000000,10706786,USA,5.5,15000
The Pacifier,2005,56000000,113006880,Canada,5.5,0
The Open Road,2009,10000000,19348,USA,5.5,370
Bulletproof Monk,2003,52000000,23020488,USA,5.5,846
Collateral Damage,2002,85000000,40048332,USA,5.5,941
Monster-in-Law,2005,60000000,82931301,Germany,5.5,0
Little Fockers,2010,100000000,148383780,USA,5.5,0
Scary Movie 3,2003,48000000,110000082,USA,5.5,0
Ghost Ship,2002,35000000,30079316,USA,5.5,0
Lara Croft Tomb Raider: The Cradle of Life,2003,95000000,65653758,USA,5.5,0
Dreamcatcher,2003,68000000,33685268,USA,5.5,4000
Sweet Sweetback's Baadasssss Song,1971,500000,15180000,USA,5.5,566
You Don't Mess with the Zohan,2008,90000000,100018837,USA,5.5,0
Independence Day: Resurgence,2016,165000000,102315545,USA,5.5,67000
The Santa Clause 2,2002,60000000,139225854,USA,5.5,1000
The Wendell Baker Story,2005,8000000,127144,USA,5.5,143
Invaders from Mars,1986,12000000,4884663,USA,5.5,902
Virtuosity,1995,30000000,24048000,USA,5.5,0
What's the Worst That Could Happen?,2001,45000000,32095318,USA,5.5,304
The Whole Ten Yards,2004,40000000,16323969,USA,5.5,462
Autumn in New York,2000,40000000,37752931,USA,5.5,0
Bringing Down the House,2003,33000000,132541238,USA,5.5,800
Mr 3000,2004,30000000,21800302,USA,5.5,491
American Dreamz,2006,19000000,7156725,USA,5.5,300
In Dreams,1999,30000000,11900000,USA,5.5,654
The Twilight Saga: Breaking Dawn - Part 2,2012,120000000,292298923,USA,5.5,65000
Creative Control,2015,1000000,62480,USA,5.5,793
Southland Tales,2006,17000000,273420,France,5.5,0
The Loss of Sexual Innocence,1999,4000000,399793,USA,5.4,111
Under the Rainbow,1981,20000000,8500000,USA,5.4,501
Grown Ups 2,2013,80000000,133668525,USA,5.4,14000
Martin Lawrence Live: Runteldat,2002,3000000,19184015,USA,5.4,63
Star Trek V: The Final Frontier,1989,27800000,55210049,USA,5.4,0
Tusk,2014,3000000,1821983,USA,5.4,20000
A Nightmare on Elm Street 2: Freddy's Revenge,1985,2200000,30000000,USA,5.4,0
See Spot Run,2001,35000000,33357476,USA,5.4,393
Home on the Range,2004,110000000,50026353,USA,5.4,304
Jupiter Ascending,2015,176000000,47375327,USA,5.4,44000
Bride Wars,2009,30000000,58715510,USA,5.4,0
The Last Legion,2007,35000000,5932060,UK,5.4,0
I Love Your Work,2003,1650000,2580,USA,5.4,63
Jawbreaker,1999,3500000,3071947,USA,5.4,0
The Core,2003,60000000,31111260,USA,5.4,0
Volcano,1997,90000000,47474112,USA,5.4,2000
Stone,2010,22000000,1796024,USA,5.4,0
The Spy Next Door,2010,28000000,24268828,USA,5.4,0
Hostel: Part II,2007,10000000,17544812,USA,5.4,0
Just Married,2003,18000000,56127162,USA,5.4,0
Ta Ra Rum Pum,2007,6000000,872643,USA,5.4,108
The Tempest,2010,20000000,263365,USA,5.4,0
The Jimmy Show,2001,1500000,703,USA,5.4,47
Evan Almighty,2007,175000000,100289690,USA,5.4,2000
Hotel for Dogs,2009,35000000,73023275,USA,5.4,1000
The Young Messiah,2016,18500000,6462576,USA,5.4,0
A Simple Wish,1997,28000000,8119205,USA,5.4,517
Blackhat,2015,70000000,7097125,USA,5.4,11000
Aloha,2015,37000000,20991497,USA,5.4,11000
I Spy,2002,70000000,33105600,USA,5.4,531
White Chicks,2004,37000000,69148997,USA,5.4,0
Unfinished Business,2015,35000000,10214013,USA,5.4,0
Prom,2011,8000000,10106233,USA,5.4,0
Eight Legged Freaks,2002,30000000,17266505,USA,5.4,0
The Jungle Book 2,2003,20000000,47887943,USA,5.4,227
Killers,2010,75000000,47000485,USA,5.4,0
Down to Earth,2001,30000000,64172251,USA,5.4,602
Big Fat Liar,2002,15000000,47811275,USA,5.4,896
The Man with the Iron Fists,2012,15000000,15608545,USA,5.4,29000
Boomerang,1992,40000000,70100000,USA,5.4,0
Big Fat Liar,2002,15000000,47811275,USA,5.4,896
Head Over Heels,2001,14000000,10397365,USA,5.4,613
Fun Size,2012,14000000,9402410,USA,5.4,0
Red Riding Hood,2011,42000000,37652565,USA,5.4,20000
Under Siege 2: Dark Territory,1995,60000000,50024083,USA,5.4,1000
Spy Kids,2001,35000000,112692062,USA,5.4,0
Sorority Boys,2002,12000000,10198766,USA,5.4,507
Moms' Night Out,2014,5000000,10429707,USA,5.4,0
Head of State,2003,35200000,37788228,USA,5.4,638
Batman Forever,1995,100000000,184031112,USA,5.4,0
Aloha,2015,37000000,20991497,USA,5.4,11000
The Adventurer: The Curse of the Midas Box,2013,25000000,4756,UK,5.4,0
Resident Evil: Retribution,2012,65000000,42345531,Germany,5.4,32000
Jingle All the Way,1996,60000000,60573641,USA,5.4,0
The Eye,2008,12000000,31397498,USA,5.4,0
Stuart Little 2,2002,120000000,64736114,USA,5.4,459
Play It to the Bone,1999,24000000,8427204,USA,5.4,153
Annabelle,2014,6500000,84263837,USA,5.4,45000
Aliens in the Attic,2009,45000000,25200412,USA,5.4,916
The Crocodile Hunter: Collision Course,2002,13000000,28399192,Australia,5.4,332
The Smurfs 2,2013,105000000,71017784,USA,5.4,0
The Green Inferno,2013,6000000,7186670,USA,5.4,12000
Maximum Risk,1996,25000000,14095303,USA,5.4,503
Cheaper by the Dozen 2,2005,60000000,82569532,USA,5.4,781
George of the Jungle,1997,55000000,105263257,USA,5.4,5000
The Lawnmower Man,1992,10000000,32101000,UK,5.4,0
Max Payne,2008,35000000,40687294,Canada,5.4,0
Old Dogs,2009,35000000,49474048,USA,5.4,0
The Guru,2002,11000000,3034181,UK,5.4,550
Glee: The 3D Concert Movie,2011,9000000,11860839,USA,5.4,0
Mars Needs Moms,2011,150000000,21379315,USA,5.4,0
Darkness,2002,10600000,22160085,USA,5.4,1000
Land of the Lost,2009,100000000,49392095,USA,5.4,0
Bangkok Dangerous,2008,40000000,15279680,USA,5.4,0
The Specialist,1994,45000000,57362581,Peru,5.4,0
Man of the House,2005,40000000,19118247,USA,5.4,779
Little Nicky,2000,80000000,39442871,USA,5.3,0
Fled,1996,25000000,17100000,USA,5.3,204
8 Heads in a Duffel Bag,1997,3000000,3559990,USA,5.3,417
Warlock: The Armageddon,1993,3000000,3902679,USA,5.3,217
In the Cut,2003,12000000,4717455,Australia,5.3,656
Strange Wilderness,2008,20000000,6563357,USA,5.3,847
House of Wax,2005,30000000,32048809,Australia,5.3,0
Ready to Rumble,2000,24000000,12372410,USA,5.3,650
Boys and Girls,2000,16000000,20627372,USA,5.3,487
Spaced Invaders,1990,3000000,15369573,USA,5.3,710
Simply Irresistible,1999,6000000,4394936,Germany,5.3,901
Point Break,2015,105000000,28772222,USA,5.3,37000
Tomcats,2001,11000000,13558739,USA,5.3,449
The Forsaken,2001,5000000,6755271,USA,5.3,327
Slackers,2002,11000000,4814244,Canada,5.3,405
The Counselor,2013,25000000,16969390,USA,5.3,24000
Salvation Boulevard,2011,9000000,27445,USA,5.3,1000
Serving Sara,2002,29000000,16930185,Germany,5.3,201
The Boss,2016,29000000,63034755,USA,5.3,0
Honey,2003,25000000,30222640,USA,5.3,0
Aquamarine,2006,12000000,18595716,USA,5.3,0
"Welcome Home, Roscoe Jenkins",2008,35000000,42168445,USA,5.3,464
Hollywood Homicide,2003,75000000,30013346,USA,5.3,648
Aloft,2014,8000000,52961,Spain,5.3,675
The Astronaut's Wife,1999,34000000,10654581,USA,5.3,1000
Doctor Dolittle,1998,71500000,144156464,USA,5.3,694
The Clan of the Cave Bear,1986,15000000,1953732,USA,5.3,843
Just My Luck,2006,28000000,17324744,USA,5.3,0
By the Sea,2015,10000000,531009,USA,5.3,0
One for the Money,2012,40000000,26404753,USA,5.3,19000
The Tuxedo,2002,60000000,50189179,USA,5.3,797
Tim and Eric's Billion Dollar Movie,2012,3000000,200803,USA,5.3,0
Max Keeble's Big Move,2001,12000000,17292381,USA,5.3,371
Bachelorette,2012,3000000,418268,USA,5.3,0
Captive,2015,2000000,2557668,USA,5.3,0
"I Love You, Beth Cooper",2009,18000000,14793904,Canada,5.3,0
Point Break,2015,105000000,28772222,USA,5.3,37000
Spy Hard,1996,18000000,26906039,USA,5.3,588
Spring Breakers,2012,5000000,14123773,USA,5.3,25000
Silent House,2011,2000000,12555230,France,5.3,0
The Out-of-Towners,1999,40000000,28535768,USA,5.3,279
Friday the 13th Part VII: The New Blood,1988,2800000,19170001,USA,5.3,0
Bogus,1996,30000000,4357000,USA,5.3,350
The Astronaut's Wife,1999,34000000,10654581,USA,5.3,1000
Woman on Top,2000,8000000,5018450,USA,5.3,859
Loser,2000,20000000,15464026,USA,5.3,1000
How Do You Know,2010,120000000,30212620,USA,5.3,0
The Dilemma,2011,70000000,48430355,USA,5.3,0
The Glimmer Man,1996,45000000,20400913,USA,5.3,451
The Lizzie McGuire Movie,2003,17000000,42672630,USA,5.3,0
The Adventures of Pinocchio,1996,25000000,15091542,UK,5.3,246
Civil Brand,2002,500000,243347,USA,5.3,86
D.E.B.S.,2004,3500000,96793,USA,5.3,1000
Bride of Chucky,1998,25000000,32368960,Canada,5.3,0
Alpha and Omega,2010,20000000,25077977,USA,5.3,0
Double Take,2001,24000000,20218,USA,5.3,204
20 Dates,1998,60000,536767,USA,5.3,30
License to Wed,2007,35000000,43792641,USA,5.3,913
The Covenant,2006,20000000,23292105,USA,5.3,3000
The Watcher,2000,33000000,28927720,USA,5.3,463
House of Wax,2005,30000000,32048809,Australia,5.3,0
Josie and the Pussycats,2001,22000000,14252830,Canada,5.3,0
Against the Ropes,2004,39000000,5881504,USA,5.3,177
A Good Day to Die Hard,2013,92000000,67344392,USA,5.3,66000
Post Grad,2009,15000000,6373693,USA,5.3,0
The Back-up Plan,2010,35000000,37481242,USA,5.3,0
Sleepover,2004,10000000,8070311,USA,5.3,0
The Brothers Solomon,2007,10000000,900926,USA,5.3,319
Peeples,2013,15000000,9123834,USA,5.3,0
Isn't She Great,2000,36000000,2954405,USA,5.3,133
The Lazarus Effect,2015,3300000,25799043,USA,5.2,0
Catch That Kid,2004,18000000,16702864,USA,5.2,591
Stomp the Yard,2007,14000000,61356221,USA,5.2,0
Scary Movie 2,2001,45000000,71277420,USA,5.2,0
Inescapable,2012,4000000,4063,Canada,5.2,657
The Wild Thornberrys Movie,2002,25000000,39880476,USA,5.2,187
The Wiz,1978,24000000,13000000,USA,5.2,0
Annie,2014,65000000,85911262,USA,5.2,16000
Walking with Dinosaurs 3D,2013,80000000,36073232,USA,5.2,0
Action Jackson,1988,7000000,20257000,USA,5.2,978
Welcome to Mooseport,2004,26000000,14469428,USA,5.2,260
The Medallion,2003,41000000,22108977,Hong Kong,5.2,505
Tank Girl,1995,25000000,4064333,USA,5.2,0
Ri¢hie Ri¢h,1994,40000000,38087756,USA,5.2,0
Flipper,1996,25530000,20047715,USA,5.2,504
The Wedding Planner,2001,35000000,60400856,Germany,5.2,0
Spawn,1997,40000000,54967359,USA,5.2,0
The Final Destination,2009,40000000,66466372,USA,5.2,0
Queen of the Damned,2002,35000000,30307804,USA,5.2,0
Little Black Book,2004,35000000,20422207,USA,5.2,484
Sphinx,1981,14000000,800000,USA,5.2,106
Twilight,2008,37000000,191449475,USA,5.2,19000
Chill Factor,1999,34000000,11227940,USA,5.2,120
Texas Rangers,2001,38000000,623374,USA,5.2,474
Christmas with the Kranks,2004,60000000,73701902,USA,5.2,0
Paul Blart: Mall Cop,2009,26000000,20819129,USA,5.2,0
Donkey Punch,2008,900000,18378,UK,5.2,0
Sinister 2,2015,10000000,27736779,USA,5.2,13000
The 5th Wave,2016,38000000,34912982,USA,5.2,14000
Apollo 18,2011,5000000,17683670,USA,5.2,0
Shutter,2008,8000000,25926543,USA,5.2,0
Pootie Tang,2001,3000000,3293258,USA,5.2,0
Halloween 5,1989,3000000,11642254,USA,5.2,926
Cats & Dogs,2001,60000000,93375151,USA,5.2,0
Doom,2005,60000000,28031250,UK,5.2,0
Flubber,1997,80000000,92969824,USA,5.2,0
Ghost Rider,2007,110000000,115802596,USA,5.2,0
