title,budget,runtime,revenue,vote_average,vote_count,year,country
Bride & Prejudice,7000000,111.0,0,6.5,110,2004,GB
Find Me Guilty,13000000,125.0,2636637,6.5,138,2006,DE
The First Wives Club,26000000,102.0,116400000,6.5,166,1996,US
Wyatt Earp,63000000,191.0,25052000,6.5,202,1994,US
District B13,12000000,84.0,9584131,6.5,565,2004,FR
A Nightmare on Elm Street 3: Dream Warriors,5000000,96.0,44793222,6.5,354,1987,US
The Princess Diaries,37000000,115.0,165335153,6.5,1023,2001,US
The Cabin in the Woods,30000000,95.0,66486080,6.5,2263,2012,US
Hidalgo,100000000,136.0,108103450,6.5,318,2004,US
The Ides of March,12500000,101.0,75993061,6.5,910,2011,US
Stoker,12000000,99.0,12077441,6.5,882,2013,US
Ice Age: The Meltdown,80000000,91.0,660940780,6.5,2951,2006,US
The American President,62000000,106.0,107879496,6.5,195,1995,US
Step Brothers,65000000,98.0,128107642,6.5,1062,2008,US
Hellboy II: The Golden Army,85000000,120.0,160388063,6.5,1527,2008,DE
A Most Wanted Man,15000000,121.0,31554855,6.5,541,2014,GB
Marie Antoinette,40000000,123.0,60474340,6.5,642,2006,FR
Rumble in the Bronx,7500000,91.0,32392047,6.5,240,1995,HK
Beavis and Butt-Head Do America,12000000,81.0,0,6.5,168,1996,US
Ocean's Thirteen,85000000,122.0,311312624,6.5,1999,2007,US
Insidious: Chapter 2,5000000,106.0,0,6.5,1211,2013,US
Out of Sight,48000000,123.0,77745568,6.5,333,1998,US
We Own the Night,21000000,117.0,54926886,6.5,323,2007,US
Rob Roy,28000000,139.0,31596911,6.5,148,1995,GB
Draft Day,25000000,109.0,28831145,6.5,304,2014,US
Colombiana,40000000,108.0,60965854,6.5,824,2011,FR
Flight,31000000,138.0,161772375,6.5,2415,2012,US
Mr. & Mrs. Smith,110000000,120.0,478207520,6.5,2965,2005,US
Bad Boys,19000000,118.0,141407024,6.5,1699,1995,US
Michael Clayton,25000000,119.0,92991835,6.5,501,2007,US
Public Enemies,80000000,140.0,214104620,6.5,1344,2009,US
Defendor,3500000,101.0,44462,6.5,195,2009,CA
Out of the Furnace,22000000,116.0,15400000,6.5,720,2013,US
Rio,90000000,96.0,484635760,6.5,2166,2011,US
The Peanuts Movie,99000000,88.0,246233113,6.5,604,2015,US
Cloudy with a Chance of Meatballs,100000000,90.0,242988466,6.5,1747,2009,US
Monster's Ball,4000000,111.0,44909486,6.5,250,2001,US
Gridiron Gang,30000000,125.0,41480851,6.5,206,2006,US
The Odd Life of Timothy Green,0,105.0,51854875,6.5,386,2012,US
Con Air,75000000,115.0,224012234,6.5,1270,1997,US
Hellboy,66000000,122.0,99318987,6.5,2225,2004,US
Rocky Balboa,24000000,102.0,155721132,6.5,835,2006,US
The Bone Collector,73000000,118.0,151493655,6.5,826,1999,US
The Lake House,40000000,99.0,114830111,6.5,670,2006,US
Project X,12000000,88.0,100000000,6.5,1564,2012,US
Hanna,30000000,111.0,63782078,6.5,1263,2011,DE
There's Something About Mary,23000000,119.0,369884651,6.5,1590,1998,US
The Family Man,60000000,125.0,0,6.5,521,2000,US
Anna Karenina,0,130.0,68929150,6.5,639,2012,FR
Unknown,30000000,113.0,130786397,6.5,1265,2011,FR
Sliding Doors,6000000,99.0,58000000,6.5,354,1998,GB
Riding in Cars with Boys,48000000,132.0,35743308,6.5,103,2001,US
Police Academy,4500000,96.0,146198896,6.5,602,1984,US
Wayne's World,20000000,94.0,121697323,6.5,728,1992,US
Space Jam,80000000,88.0,250200000,6.5,1288,1996,US
The East,6500000,116.0,2401510,6.5,305,2013,GB
Joe,4000000,118.0,2365467,6.5,338,2014,US
Space Pirate Captain Harlock,30000000,115.0,17137302,6.5,356,2013,JP
The Rookie,20000000,127.0,75597042,6.5,110,2002,US
Paul,40000000,104.0,97552050,6.5,1789,2011,US
Sunshine Cleaning,5000000,102.0,16174377,6.5,255,2008,US
1408,25000000,104.0,94679598,6.5,1343,2007,US
Legend of the Guardians: The Owls of Ga'Hoole,80000000,97.0,140073390,6.5,703,2010,AU
Panic Room,48000000,111.0,196397415,6.5,1267,2002,US
White Fang,14000000,107.0,34793160,6.5,135,1991,US
The Art of Getting By,0,83.0,1406224,6.5,415,2011,US
In the Heart of the Sea,100000000,122.0,93820758,6.5,1276,2015,US
The Long Kiss Goodnight,65000000,120.0,89456761,6.5,314,1996,US
Stir of Echoes,12000000,99.0,21133087,6.5,330,1999,US
Tropic Thunder,92000000,107.0,188072649,6.5,1667,2008,US
Four Rooms,4000000,98.0,4300000,6.5,530,1995,US
Kung Fu Jungle,25000000,100.0,0,6.5,114,2014,HK
Ice Age: Dawn of the Dinosaurs,90000000,94.0,886686817,6.5,2271,2009,US
Bernie,5000000,100.0,9206470,6.5,320,2012,US
Conspiracy Theory,75000000,135.0,136982834,6.5,431,1997,US
The Kids Are All Right,3500000,106.0,34705850,6.5,506,2010,US
28 Weeks Later,15000000,100.0,64238440,6.5,1197,2007,ES
EuroTrip,25000000,93.0,20796847,6.5,656,2004,US
Housebound,0,109.0,0,6.5,358,2014,NZ
The Man Who Knew Too Little,20000000,97.0,13801755,6.5,125,1997,US
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,82.0,261572744,6.5,1579,2006,US
World's Greatest Dad,10000000,99.0,295750,6.5,177,2009,US
Bad Santa,23000000,91.0,76488889,6.5,656,2003,DE
Austin Powers: International Man of Mystery,16500000,94.0,67683989,6.5,1013,1997,DE
You Only Live Twice,9500000,117.0,111584787,6.5,531,1967,GB
Half Nelson,700000,107.0,4911725,6.5,240,2006,US
The Pledge,35000000,123.0,29400000,6.5,215,2001,US
The Curse of the Jade Scorpion,0,103.0,0,6.5,165,2001,DE
Thunderball,5500000,130.0,141195658,6.5,562,1965,BS
Shin Godzilla,15000000,120.0,77000000,6.5,143,2016,JP
Boiler Room,26000000,118.0,28780255,6.5,201,2000,US
Alice Through the Looking Glass,170000000,113.0,299370084,6.5,1725,2016,GB
The Kingdom,70000000,110.0,86658558,6.5,513,2007,DE
Event Horizon,60000000,96.0,26673242,6.5,742,1997,GB
Quigley Down Under,0,119.0,0,6.5,119,1990,AU
But I'm a Cheerleader,0,85.0,0,6.5,101,1999,US
Mongol: The Rise of Genghis Khan,18000000,120.0,26527510,6.5,158,2007,RU
The Four Feathers,35000000,132.0,29882645,6.5,159,2002,GB
Step Up 2: The Streets,23000000,98.0,150816700,6.5,640,2008,US
Angels & Demons,150000000,138.0,356613439,6.5,2129,2009,IT
The Amazing Spider-Man 2,200000000,142.0,705717432,6.5,4179,2014,US
Friends with Benefits,35000000,109.0,150483765,6.5,2237,2011,US
The Adjustment Bureau,50200000,106.0,127869379,6.5,1652,2011,US
Everyone Says I Love You,20000000,101.0,0,6.5,147,1996,US
A Most Violent Year,20000000,125.0,12007070,6.5,546,2014,AE
Inherent Vice,20000000,148.0,11110975,6.5,833,2014,US
The Birth of a Nation,8500000,120.0,15861566,6.5,178,2016,US
Your Sister's Sister,125000,90.0,3200000,6.5,137,2011,US
Ip Man 3,36000000,105.0,156844753,6.5,379,2015,HK
Everybody's Fine,21000000,99.0,0,6.5,284,2009,US
Death Sentence,20000000,105.0,16974459,6.5,297,2007,US
Black or White,9000000,121.0,21571189,6.5,115,2014,US
Man of Steel,225000000,143.0,662845518,6.5,6359,2013,GB
Horrible Bosses,35000000,98.0,117000000,6.5,2277,2011,US
Dune,40000000,137.0,30925690,6.5,562,1984,US
Burn After Reading,37000000,96.0,163720069,6.5,1222,2008,US
Vanilla Sky,68000000,136.0,203388341,6.5,1078,2001,US
The Amazing Spider-Man,215000000,136.0,752215857,6.5,6586,2012,US
21,35000000,123.0,69823199,6.5,1375,2008,US
The Devil's Double,19100000,109.0,5728213,6.5,208,2011,NL
Bridget Jones's Diary,25000000,97.0,281929795,6.5,1356,2001,FR
The Bounty,25000000,132.0,8613462,6.5,108,1984,US
Jurassic World,150000000,124.0,1513528810,6.5,8662,2015,US
Killer Joe,10000000,102.0,3665069,6.5,425,2011,US
Happy Gilmore,12000000,92.0,41205099,6.5,755,1996,US
Superman II,54000000,127.0,190458706,6.5,629,1980,GB
Mandela: Long Walk to Freedom,35000000,141.0,27330000,6.5,224,2013,GB
We Bought a Zoo,50000000,124.0,120081841,6.5,909,2011,US
History of the World: Part I,11000000,92.0,31672907,6.5,204,1981,US
Dragon Hunters,15000000,80.0,0,6.5,129,2008,FR
This Is Where I Leave You,19800000,103.0,41296320,6.5,505,2014,US
Money Monster,27000000,98.0,93282604,6.5,1068,2016,US
Pandorum,33000000,108.0,20645327,6.5,774,2009,DE
Dumb and Dumber,16000000,107.0,247275374,6.5,1859,1994,US
On Her Majesty's Secret Service,6500000,142.0,81974493,6.5,456,1969,GB
Penguins of Madagascar,132000000,92.0,373552094,6.5,1346,2014,US
Trance,20000000,101.0,24261569,6.5,956,2013,GB
A Lot Like Love,30000000,107.0,42886719,6.5,318,2005,US
Chicken Run,45000000,84.0,224834564,6.5,1150,2000,GB
Just Like Heaven,58000000,95.0,102854431,6.5,579,2005,US
The Heat,43000000,117.0,158674180,6.5,1575,2013,US
Charlie Wilson's War,75000000,102.0,119000410,6.5,338,2007,US
The Da Vinci Code,125000000,149.0,767820459,6.5,2704,2006,US
Bridesmaids,32500000,125.0,288383523,6.5,1661,2011,US
Hairspray,50000000,117.0,90450008,6.5,709,2007,GB
Body of Lies,70000000,128.0,113280098,6.5,895,2008,US
"I Love You, Man",41000000,105.0,91636986,6.5,515,2009,US
A Monster in Paris,25000000,90.0,0,6.5,313,2011,FR
The Muppets,45000000,103.0,165184237,6.5,501,2011,US
The Tree of Life,32000000,139.0,54674226,6.5,987,2011,US
Stripes,10000000,106.0,85300000,6.5,249,1981,US
Blade,45000000,120.0,131183530,6.5,1905,1998,US
Mission: Impossible III,150000000,126.0,397850012,6.5,2028,2006,CN
A Good Year,35000000,118.0,42064105,6.5,357,2006,US
The Neon Demon,7000000,117.0,1333124,6.4,887,2016,DK
Pet Sematary,11500000,103.0,57469467,6.4,407,1989,US
Clear and Present Danger,62000000,141.0,215887717,6.4,386,1994,US
Role Models,28000000,99.0,92380927,6.4,564,2008,US
The Words,6000000,96.0,13231461,6.4,379,2012,US
The Client,45000000,119.0,117615211,6.4,278,1994,US
Blindness,25000000,121.0,19844979,6.4,387,2008,BR
Spider,0,98.0,0,6.4,168,2002,CA
Tears of the Sun,70000000,121.0,85632458,6.4,573,2003,US
Half Baked,8000000,82.0,17460020,6.4,177,1998,US
Liar Liar,45000000,86.0,181000000,6.4,1424,1997,US
Anna and the King,75000000,148.0,0,6.4,197,1999,MY
The Mighty Ducks,10000000,101.0,50752337,6.4,198,1992,US
She's the Man,20000000,105.0,33889159,6.4,671,2006,US
Bruce Almighty,80000000,101.0,484572835,6.4,3012,2003,US
Wish I Was Here,5500000,120.0,5483299,6.4,300,2014,US
Wanted,75000000,110.0,258270008,6.4,2528,2008,DE
Swimming Pool,7800000,102.0,22441323,6.4,153,2003,FR
Jackass Number Two,11000000,95.0,72778712,6.4,298,2006,US
Wild Target,8000000,98.0,3453043,6.4,215,2010,FR
Body Double,10000000,114.0,8801940,6.4,137,1984,US
Bad Words,9500000,88.0,7800000,6.4,334,2013,US
The Grey,25000000,117.0,77278331,6.4,1451,2012,CA
Minions,74000000,91.0,1156730962,6.4,4571,2015,US
Commando,10000000,90.0,57500000,6.4,742,1985,US
The Iceman,20000000,105.0,1969193,6.4,365,2012,US
Girl with a Pearl Earring,0,101.0,31466789,6.4,377,2003,GB
The Giver,25000000,94.0,66980456,6.4,1798,2014,US
Signs,72000000,106.0,408247917,6.4,1599,2002,US
Think Like a Man Too,24000000,105.0,70181428,6.4,225,2014,US
Ransom,80000000,117.0,309492681,6.4,470,1996,US
RED 2,84000000,116.0,0,6.4,1526,2013,CA
Project Almanac,12000000,106.0,32248241,6.4,933,2015,US
Next Friday,11000000,98.0,59827328,6.4,135,2000,US
Adventureland,9500000,107.0,17164377,6.4,737,2009,US
Footloose,8200000,107.0,80035402,6.4,505,1984,US
Nick and Norah's Infinite Playlist,9000000,89.0,32973937,6.4,379,2008,US
Welcome to the Rileys,0,110.0,42145,6.4,139,2010,US
Severance,0,96.0,0,6.4,169,2006,GB
The Postman Always Rings Twice,12000000,122.0,0,6.4,110,1981,DE
Last Vegas,28000000,105.0,134402450,6.4,799,2013,US
Live and Let Die,7000000,121.0,161777836,6.4,533,1973,GB
Machine Gun Preacher,30000000,129.0,2527904,6.4,286,2011,US
Red Dawn,4200000,114.0,38376497,6.4,215,1984,US
Hocus Pocus,28000000,96.0,39514713,6.4,471,1993,US
Cloverfield,25000000,85.0,170764026,6.4,2251,2008,US
Nanny McPhee,25000000,97.0,122489822,6.4,711,2005,FR
New Nightmare,14000000,112.0,18090181,6.4,291,1994,US
Cloudy with a Chance of Meatballs 2,78000000,95.0,248384621,6.4,915,2013,US
Kiss of the Dragon,25000000,98.0,64437847,6.4,298,2001,FR
Underworld: Evolution,50000000,106.0,111340801,6.4,1528,2006,US
Steamboy,20000000,126.0,0,6.4,102,2004,JP
The 13th Warrior,160000000,102.0,61698899,6.4,510,1999,US
Hearts in Atlantis,31000000,101.0,24185781,6.4,131,2001,AU
The Shipping News,0,111.0,0,6.4,108,2001,US
Smokin' Aces,17000000,109.0,57103895,6.4,534,2006,FR
White House Down,150000000,131.0,205366737,6.4,1891,2013,US
The Ghost and the Darkness,50000000,109.0,75000000,6.4,236,1996,DE
Madagascar 3: Europe's Most Wanted,145000000,93.0,746921274,6.4,1808,2012,US
Armageddon,140000000,151.0,553799566,6.4,2482,1998,US
Evil Dead,17000000,91.0,97542952,6.4,1723,2013,US
Copycat,0,124.0,0,6.4,194,1995,US
City of Angels,55000000,114.0,198685114,6.4,529,1998,US
Hitch,70000000,118.0,368100420,6.4,1665,2005,US
Hollywood Ending,16000000,112.0,0,6.4,113,2002,US
The Homesman,16000000,122.0,3442853,6.4,258,2014,FR
Puss in Boots,130000000,90.0,554987477,6.4,451,2011,US
DragonHeart,57000000,103.0,115267375,6.4,535,1996,US
Elf,32000000,97.0,173398518,6.4,987,2003,US
[REC]²,5600000,85.0,18469680,6.4,489,2009,ES
Jackass 3D,20000000,94.0,117224271,6.4,428,2010,US
Elysium,115000000,109.0,286140700,6.4,3439,2013,US
Tuck Everlasting,0,90.0,0,6.4,128,2002,US
Oblivion,120000000,124.0,286168572,6.4,4800,2013,US
Star Wars: Episode II - Attack of the Clones,120000000,142.0,649398328,6.4,3992,2002,US
Confidence,0,97.0,0,6.4,126,2003,CA
Torn Curtain,3000000,128.0,13000000,6.4,120,1966,US
Let's Be Cops,17000000,104.0,136621271,6.4,1219,2014,US
The Pirates! In an Adventure with Scientists!,60000000,88.0,118338361,6.4,374,2012,GB
The Matrix Revolutions,150000000,129.0,424988211,6.4,3096,2003,US
Resident Evil,33000000,100.0,102984862,6.4,2065,2002,FR
Yes Man,70000000,104.0,225990978,6.4,1813,2008,US
Lethal Weapon 3,35000000,118.0,321731527,6.4,811,1992,US
Pirates of the Caribbean: On Stranger Tides,380000000,136.0,1045713802,6.4,4948,2011,US
Ghost Town,0,102.0,0,6.4,286,2008,US
Ink,250000,106.0,0,6.4,101,2009,US
Like Crazy,250000,90.0,3542353,6.4,381,2011,US
Alice in Wonderland,200000000,108.0,1025491110,6.4,4645,2010,US
Leap Year,19000000,100.0,29922472,6.4,465,2010,IE
The Prophecy,8,98.0,16,6.4,138,1995,US
Star Trek III: The Search for Spock,18000000,105.0,87000000,6.4,434,1984,US
Star Trek: Generations,38000000,118.0,120000000,6.4,452,1994,US
Small Time Crooks,0,94.0,0,6.4,155,2000,US
Absolute Power,50000000,121.0,50068310,6.4,223,1997,US
Under the Tuscan Sun,0,113.0,0,6.4,172,2003,IT
The Ugly Truth,38000000,96.0,205298907,6.4,972,2009,US
X-Men: Apocalypse,178000000,144.0,543934787,6.4,4721,2016,US
Celeste & Jesse Forever,0,91.0,3094813,6.4,163,2012,US
Palo Alto,0,100.0,0,6.4,348,2014,US
The Fog,1000000,89.0,21378361,6.4,311,1980,US
Mamma Mia!,52000000,108.0,609841637,6.4,1386,2008,DE
The Polar Express,165000000,100.0,305875730,6.4,1474,2004,US
The Howling,1000000,91.0,17985893,6.4,161,1981,US
Ocean's Twelve,110000000,125.0,362744280,6.4,2124,2004,US
Last Holiday,45000000,112.0,38399961,6.4,119,2006,US
Never Back Down,20000000,115.0,41627431,6.4,497,2008,US
Analyze This,80000000,103.0,176885658,6.4,503,1999,AU
Side Effects,30000000,106.0,63372757,6.4,1323,2013,US
The Skeleton Key,43000000,104.0,91974818,6.4,573,2005,DE
Capricorn One,5000000,123.0,0,6.4,131,1977,GB
Epic,100000000,102.0,268426634,6.4,1121,2013,US
Joy,60000000,124.0,101134059,6.4,1581,2015,US
Warm Bodies,35000000,97.0,116980662,6.4,2652,2013,CA
Forgetting Sarah Marshall,30000000,111.0,105173115,6.4,1172,2008,US
Rush Hour 2,90000000,90.0,347325802,6.4,1054,2001,US
The Running Man,27000000,101.0,38122105,6.4,703,1987,US
Bobby,0,120.0,0,6.4,119,2006,US
Homefront,22000000,100.0,43058898,6.4,875,2013,US
Serial Mom,13000000,95.0,7820688,6.4,135,1994,US
Maze Runner: The Scorch Trials,61000000,132.0,311256926,6.4,3040,2015,US
Jay and Silent Bob Strike Back,22000000,104.0,33788161,6.4,480,2001,US
Scoop,4000000,96.0,31584901,6.4,420,2006,GB
Secret Window,40000000,96.0,92913171,6.4,972,2004,US
Green Zone,100000000,115.0,94882889,6.4,717,2010,ES
National Treasure,100000000,131.0,347451894,6.4,1926,2004,US
Where the Wild Things Are,100000000,101.0,100086793,6.4,572,2009,US
Live Free or Die Hard,110000000,128.0,383531464,6.4,2089,2007,GB
Final Destination,23000000,98.0,53302314,6.4,1378,2000,US
The Rundown,85000000,104.0,80916492,6.4,514,2003,US
The Other Boleyn Girl,35000000,115.0,0,6.4,477,2008,GB
American Pie,11000000,95.0,235483004,6.4,2296,1999,US
Get Shorty,30250000,105.0,115101622,6.4,302,1995,US
The New World,30000000,135.0,30536013,6.4,330,2005,US
Ace Ventura: Pet Detective,15000000,86.0,107217396,6.4,1648,1994,US
Sweet November,40000000,119.0,65754228,6.4,278,2001,US
I Love You Phillip Morris,13000000,98.0,10652035,6.4,503,2009,US
Get on Up,0,139.0,31911598,6.4,158,2014,US
Sin City: A Dame to Kill For,65000000,102.0,39407616,6.3,1286,2014,US
The Second Best Exotic Marigold Hotel,10000000,122.0,85978266,6.3,272,2015,GB
Butterfly on a Wheel,20000000,95.0,0,6.3,130,2007,CA
Road House,15000000,114.0,30050028,6.3,252,1989,US
The Sisterhood of the Traveling Pants,25000000,119.0,39053061,6.3,386,2005,US
Outbreak,50000000,127.0,189859560,6.3,513,1995,US
Appaloosa,20000000,115.0,20211394,6.3,299,2008,US
Jack Reacher,60000000,130.0,218340595,6.3,2998,2012,US
Save the Last Dance,13000000,112.0,91038276,6.3,352,2001,US
The Exorcism of Emily Rose,19000000,122.0,144216468,6.3,659,2005,US
Nothing to Lose,25000000,97.0,0,6.3,174,1997,US
Silent Hill,50000000,125.0,97607453,6.3,1067,2006,CA
Unfaithful,50000000,124.0,119137784,6.3,276,2002,US
The Santa Clause,22000000,97.0,189833357,6.3,489,1994,US
How to Lose a Guy in 10 Days,50000000,116.0,177371441,6.3,850,2003,DE
Burnt,20000000,100.0,36606743,6.3,950,2015,US
Machete,20000000,105.0,31327899,6.3,1150,2010,US
Diary of a Wimpy Kid: Rodrick Rules,21000000,99.0,72417394,6.3,238,2011,US
Joy Ride,23000000,97.0,36642838,6.3,325,2001,US
Ted,50000000,106.0,549368315,6.3,4697,2012,US
Attack the Block,14350531,88.0,3964682,6.3,733,2011,GB
Syriana,50000000,128.0,94000000,6.3,451,2005,US
Black Mass,53000000,122.0,98837872,6.3,1242,2015,GB
The Debt,20000000,113.0,45636368,6.3,257,2010,US
My Best Friend's Wedding,38000000,105.0,299288605,6.3,584,1997,US
Funny Games,15000000,112.0,7938872,6.3,545,2007,AT
Flyboys,60000000,140.0,17800000,6.3,271,2006,GB
Practical Magic,75000000,104.0,46683377,6.3,338,1998,US
The Pelican Brief,45000000,141.0,195268056,6.3,371,1993,US
When the Game Stands Tall,15000000,115.0,30127963,6.3,130,2014,US
The Craft,15000000,101.0,24769466,6.3,380,1996,US
Magic Mike XXL,14800000,115.0,122513057,6.3,706,2015,US
You've Got Mail,65000000,119.0,250821495,6.3,838,1998,US
The Mask of Zorro,95000000,136.0,250288523,6.3,1183,1998,US
Stick It,0,105.0,0,6.3,148,2006,DE
The Legend of Bagger Vance,80000000,126.0,39459427,6.3,251,2000,US
Hardball,32000000,106.0,40222729,6.3,123,2001,DE
Home Alone 2: Lost in New York,18000000,120.0,358991681,6.3,2395,1992,US
The Girl Next Door,25000000,108.0,30411183,6.3,824,2004,US
Run All Night,50000000,114.0,71561644,6.3,1148,2015,US
The Beaver,21000000,91.0,970816,6.3,276,2011,AE
Hot Rod,0,88.0,14334401,6.3,313,2007,US
White Chicks,37000000,109.0,113086475,6.3,679,2004,US
Bad Moms,20000000,100.0,183936074,6.3,1252,2016,US
Slither,15500000,95.0,0,6.3,317,2006,CA
Patriot Games,45000000,117.0,178051587,6.3,433,1992,US
Street Kings,20000000,109.0,65569869,6.3,363,2008,US
Star Trek: Insurrection,70000000,103.0,118000000,6.3,391,1998,US
Summer of Sam,0,142.0,0,6.3,112,1999,US
How High,12000000,93.0,31155435,6.3,218,2001,US
Space Cowboys,65000000,130.0,128884132,6.3,403,2000,US
Quartet,11000000,98.0,59520298,6.3,139,2012,GB
Wild Things,20000000,108.0,67200000,6.3,444,1998,US
Top Five,0,102.0,25434291,6.3,210,2014,US
The Finest Hours,80000000,114.0,52099090,6.3,588,2016,US
Mr. Turner,0,150.0,5405500,6.3,204,2014,GB
Easy Virtue,0,93.0,0,6.3,108,2008,CA
The Forbidden Kingdom,55000000,104.0,127906624,6.3,461,2008,CN
Death Becomes Her,55000000,104.0,149022650,6.3,636,1992,US
The Beach,40000000,119.0,144056873,6.3,1233,2000,GB
The Tigger Movie,30000000,77.0,45554533,6.3,143,2000,US
Act of Valor,12000000,110.0,81272766,6.3,417,2012,US
For Your Eyes Only,28000000,127.0,195312802,6.3,490,1981,GB
Seeking a Friend for the End of the World,10000000,101.0,9636289,6.3,700,2012,US
Diamonds Are Forever,7200000,120.0,116019547,6.3,553,1971,GB
Oculus,5000000,104.0,44030246,6.3,1050,2013,US
Rio 2,103000000,102.0,500188435,6.3,978,2014,US
The Warrior's Way,42000000,100.0,11087569,6.3,136,2010,NZ
Bolt,150000000,98.0,309979994,6.3,1750,2008,US
The Man with the Golden Gun,7000000,125.0,97572000,6.3,524,1974,GB
Idiocracy,30000000,84.0,495303,6.3,664,2006,US
Prometheus,130000000,124.0,403170142,6.3,5080,2012,GB
Saved!,0,92.0,0,6.3,147,2004,US
The Number 23,30000000,101.0,77566815,6.3,1018,2007,DE
What Lies Beneath,100000000,130.0,155464351,6.3,488,2000,US
The Grandmaster,3860000,130.0,64076736,6.3,273,2013,CN
The Awakening,4798235,107.0,209696,6.3,458,2011,GB
Unstoppable,100000000,98.0,167805466,6.3,1165,2010,US
Escape from the Planet of the Apes,2500000,98.0,12348905,6.3,264,1971,US
Warcraft,160000000,123.0,433677183,6.3,2268,2016,CA
Silent Running,1000000,89.0,0,6.3,177,1972,US
Kick-Ass 2,28000000,103.0,60700000,6.3,2224,2013,US
Midnight in the Garden of Good and Evil,35000000,155.0,25105255,6.3,157,1997,US
The Chronicles of Riddick,105000000,119.0,115772733,6.3,1570,2004,US
The Spiderwick Chronicles,90000000,95.0,162839667,6.3,572,2008,US
This Is the End,32000000,107.0,126041322,6.3,2359,2013,US
Safe House,85000000,115.0,208076205,6.3,1345,2012,US
Lights Out,4900000,81.0,44107032,6.3,1129,2016,US
I Spit on Your Grave,2000000,108.0,572809,6.3,519,2010,US
Australia,130000000,165.0,49554002,6.3,694,2008,AU
The Imaginarium of Doctor Parnassus,30000000,123.0,64352607,6.3,869,2009,CA
Safe,30000000,94.0,40346186,6.3,799,2012,US
Miss Potter,30000000,92.0,35078241,6.3,141,2006,GB
Mr. Nice Guy,12716953,113.0,18814720,6.3,128,1997,AU
Bad Boys II,130000000,147.0,273339556,6.3,1564,2003,US
Over the Hedge,80000000,83.0,343397247,6.3,1074,2006,US
Saw II,4000000,92.0,152925093,6.3,1251,2005,US
Pride and Glory,30000000,130.0,31148328,6.3,240,2008,US
Something's Gotta Give,80000000,128.0,266728738,6.3,410,2003,US
Just Go with It,80000000,117.0,214918407,6.3,1543,2011,US
Eagle Eye,80000000,118.0,178066569,6.3,1018,2008,US
Lucy,40000000,89.0,126546825,6.3,5878,2014,FR
We Are Your Friends,6000000,96.0,11122090,6.3,658,2015,GB
Thunder and the House of Magic,34000000,85.0,0,6.3,121,2013,BE
Harsh Times,2000000,120.0,5967038,6.3,197,2005,US
Shortbus,2000000,101.0,5179037,6.3,140,2006,US
Lethal Weapon 4,140000000,127.0,285444603,6.3,767,1998,US
May,500000,93.0,150277,6.3,152,2002,US
The Blair Witch Project,60000,81.0,248000000,6.3,1055,1999,US
Blast from the Past,35000000,112.0,40263020,6.3,245,1999,US
The Quick and the Dead,32000000,107.0,18552460,6.3,427,1995,JP
X-Men: The Last Stand,210000000,104.0,459359555,6.3,3525,2006,CA
Flatliners,26000000,115.0,61489265,6.3,404,1990,US
13 Going on 30,37000000,98.0,96455697,6.3,1204,2004,US
The Ninth Gate,38000000,133.0,58401898,6.3,756,1999,FR
Rambo: First Blood Part II,44000000,96.0,300400432,6.3,864,1985,US
The Man in the Iron Mask,0,132.0,0,6.3,1018,1998,GB
Sound of My Voice,0,85.0,0,6.3,108,2011,US
Awake,86000000,84.0,14373825,6.3,395,2007,US
In & Out,35000000,90.0,0,6.3,177,1997,US
Crocodile Dundee,5000000,97.0,328203506,6.3,503,1986,AU
The Chronicles of Narnia: Prince Caspian,225000000,150.0,419651413,6.3,1630,2008,CZ
Self/less,26000000,116.0,30523226,6.3,1091,2015,US
Child's Play,9000000,87.0,44196684,6.3,581,1988,US
Get Rich or Die Tryin',40000000,117.0,46442528,6.3,186,2005,US
The Naked Gun 33⅓: The Final Insult,30000000,83.0,51132598,6.3,521,1994,US
The Runaways,10000000,106.0,2995811,6.3,254,2010,US
Cheap Thrills,0,85.0,0,6.3,155,2013,US
The Rules of Attraction,4000000,110.0,0,6.3,168,2002,DE
The Witch,3500000,92.0,40423945,6.3,1434,2016,CA
Star Wars: Episode I - The Phantom Menace,115000000,136.0,924317558,6.3,4432,1999,US
Spectre,245000000,148.0,880674609,6.3,4466,2015,GB
Anonymous,30000000,130.0,15395087,6.3,288,2011,GB
The Toxic Avenger,0,82.0,0,6.3,113,1984,US
The Mechanic,40000000,93.0,51070807,6.3,1045,2011,US
The Wolverine,120000000,126.0,415440673,6.3,4053,2013,GB
Monster House,75000000,91.0,140175006,6.3,874,2006,US
Mindhunters,27000000,106.0,21148829,6.3,333,2004,FI
Night at the Museum,110000000,108.0,574480841,6.3,2862,2006,US
TRON: Legacy,170000000,125.0,400062763,6.3,2841,2010,US
Night Watch,4200000,114.0,32000000,6.3,210,2004,RU
Titan A.E.,75000000,94.0,36754634,6.3,313,2000,US
Compliance,0,90.0,319285,6.3,221,2012,US
Basic,50000000,98.0,42792561,6.2,286,2003,US
The Mortal Instruments: City of Bones,60000000,130.0,90565421,6.2,1602,2013,US
Gangster Squad,60000000,113.0,105200903,6.2,1778,2013,US
DodgeBall: A True Underdog Story,20000000,92.0,167722310,6.2,981,2004,DE
The Last House on the Left,15000000,110.0,32721635,6.2,440,2009,US
Before I Go to Sleep,22000000,92.0,15447154,6.2,659,2014,FR
