name,gender,age,class,embarked,country,fare,survived
"Saad, Mr. Khalil",male,27.0,3rd,Cherbourg,Lebanon,7.0406,no
"Saalfeld, Mr. Adolphe",male,47.0,1st,Southampton,England,30.1,yes
"Sadlier, Mr. Matthew",male,19.0,3rd,Queenstown,Ireland,7.1407,no
"Sadowitz, Mr. Henry",male,17.0,3rd,Southampton,England,7.111000000000001,no
"Sæther, Mr. Simon Sivertsen",male,43.0,3rd,Southampton,Norway,7.05,no
"Sage, Master. Anthony William",male,13.0,3rd,Southampton,England,69.11,no
"Sage, Master. Thomas Henry",male,5.0,3rd,Southampton,England,69.11,no
"Sage, Miss. Constance Gladys",female,8.0,3rd,Southampton,England,69.11,no
"Sage, Miss. Dorothy",female,14.0,3rd,Southampton,England,69.11,no
"Sage, Miss. Elizabeth Ada",female,10.0,3rd,Southampton,England,69.11,no
"Sage, Miss. Stella Anne",female,21.0,3rd,Southampton,England,69.11,no
"Sage, Mr. Douglas Bullen",male,18.0,3rd,Southampton,England,69.11,no
"Sage, Mr. Frederick",male,17.0,3rd,Southampton,England,69.11,no
"Sage, Mr. George John",male,20.0,3rd,Southampton,England,69.11,no
"Sage, Mr. John George",male,45.0,3rd,Southampton,England,69.11,no
"Sage, Mrs. Annie Elizabeth",female,45.0,3rd,Southampton,England,69.11,no
"Salander, Mr. Karl Johan",male,24.0,3rd,Southampton,Sweden,9.0606,no
"Salkjelsvik, Miss. Anna Kristine",female,21.0,3rd,Southampton,Norway,7.13,yes
"Salomon, Mr. Abraham Lincoln",male,43.0,1st,Southampton,United States,26.0,yes
"Salonen, Mr. Johan Werner",male,29.0,3rd,Southampton,United States,7.1806,no
"Samaan, Mr. Elias",male,17.0,3rd,Cherbourg,Lebanon,21.1307,no
"Samaan, Mr. Hanna Elias",male,40.0,3rd,Cherbourg,Lebanon,21.1307,no
"Samaan, Mr. Youssef",male,16.0,3rd,Cherbourg,Lebanon,21.1307,no
"Sandström, Miss. Beatrice Irene",female,1.0,3rd,Southampton,Sweden,16.14,yes
"Sandström, Miss. Marguerite Rut",female,4.0,3rd,Southampton,Sweden,16.14,yes
"Sandström, Mrs. Agnes Charlotta",female,24.0,3rd,Southampton,Sweden,16.14,yes
"Sap, Mr. Julius",male,21.0,3rd,Southampton,Belgium,9.1,yes
"Saundercock, Mr. William Henry",male,19.0,3rd,Southampton,England,8.01,no
"Sawyer, Mr. Frederick Charles",male,24.0,3rd,Southampton,England,8.01,no
"Scanlan, Mr. James",male,22.0,3rd,Queenstown,Ireland,7.1406,no
"Schabert, Mrs. Emma",female,35.0,1st,Cherbourg,Germany,57.15,yes
"Scheerlinck, Mr. Jean",male,29.0,3rd,Southampton,Belgium,9.1,yes
"Schmidt, Mr. Augustus",male,22.0,2nd,Southampton,England,13.0,no
"Sedgwick, Mr. Charles Frederick Waddington",male,28.0,2nd,Southampton,England,13.0,no
"Seman, Master. Betros",male,10.0,3rd,Cherbourg,Lebanon,4.0,no
"Seward, Mr. Frederic Kimber",male,34.0,1st,Southampton,United States,26.11,yes
"Sharp, Mr. Percival",male,29.0,2nd,Southampton,England,26.0,no
"Shaughnessy, Mr. Patrick",male,27.0,3rd,Queenstown,Ireland,7.15,no
"Shellard, Mr. Frederick William Blainey",male,55.0,3rd,Southampton,England,15.02,no
"Shelley, Mrs. Imanita Parrish",female,25.0,2nd,Southampton,United States,26.0,yes
"Shihāb, Mr. Al-Amīr Fāris",male,26.0,3rd,Cherbourg,Lebanon,7.0406,no
"Shine, Miss. Ellen",female,20.0,3rd,Queenstown,Ireland,7.1607,yes
"Shorney, Mr. Charles Joseph",male,22.0,3rd,Southampton,England,8.01,no
"Shutes, Miss. Elizabeth Weed",female,40.0,1st,Southampton,United States,153.0903,yes
"Silvén, Miss. Lyyli Karoliina",female,17.0,2nd,Southampton,Finland,13.0,yes
"Silverthorne, Mr. Spencer Victor",male,35.0,1st,Southampton,United States,26.0509,yes
"Silvey, Mrs. Alice Gray",female,39.0,1st,Cherbourg,United States,55.18,yes
"Silvey, Mr. William Baird",male,51.0,1st,Cherbourg,United States,55.18,no
"Simmons, Mr. John",male,40.0,3rd,Southampton,England,8.01,no
"Simonius-Blumer, Mr. Colonel (Oberst) Alfons",male,56.0,1st,Southampton,Switzerland,35.1,yes
"Sincock, Miss. Maude",female,20.0,2nd,Southampton,England,36.15,yes
"Sinkkonen, Miss. Anna",female,30.0,2nd,Southampton,Finland,13.0,yes
"Sirayanian, Mr. Orsen",male,22.0,3rd,Cherbourg,Turkey,7.0407,no
"Sirota, Mr. Morris",male,20.0,3rd,Southampton,England,8.01,no
"Sivic, Mr. Husein",male,40.0,3rd,Southampton,Bosnia,7.1711,no
"Sivola, Mr. Antti Wilhelm",male,21.0,3rd,Southampton,United States,7.1806,no
"Sjöblom, Miss. Anna Sofia",female,18.0,3rd,Southampton,Finland,6.0911,yes
"Sjöstedt, Mr. Ernst Adolf",male,59.0,2nd,Southampton,Sweden,13.1,no
"Skoog, Master. Harald",male,5.0,3rd,Southampton,United States,27.18,no
"Skoog, Master. Karl Thorsten",male,11.0,3rd,Southampton,United States,27.18,no
"Skoog, Miss. Mabel",female,9.0,3rd,Southampton,United States,27.18,no
"Skoog, Miss. Margit Elizabeth",female,2.0,3rd,Southampton,United States,27.18,no
"Skoog, Mrs. Anna Bernhardina",female,43.0,3rd,Southampton,Sweden,27.18,no
"Skoog, Mr. Wilhelm Johansson",male,40.0,3rd,Southampton,Sweden,27.18,no
"Slayter, Miss. Hilda Mary",female,30.0,2nd,Queenstown,Canada,12.07,yes
"Slemen, Mr. Richard James",male,35.0,2nd,Southampton,England,10.1,no
"Slocovski, Mr. Selman Francis",male,20.0,3rd,Southampton,England,8.01,no
"Sloper, Mr. William Thompson",male,28.0,1st,Southampton,United States,35.1,yes
"Smart, Mr. John Montgomery",male,56.0,1st,Southampton,England,26.11,no
"Smiljanic, Mr. Mile",male,37.0,3rd,Southampton,Croatia,8.1303,no
"Smith, Miss. Marion Elsie",female,49.0,2nd,Southampton,England,13.0,yes
"Smith, Mr. James Clinch",male,56.0,1st,Cherbourg,France,30.1311,no
"Smith, Mr. Lucian Philip",male,24.0,1st,Cherbourg,United States,60.0,no
"Smith, Mr. Richard William",male,57.0,1st,Southampton,England,26.0,no
"Smith, Mrs. Mary Eloise",female,18.0,1st,Cherbourg,United States,60.0,yes
"Smyth, Miss. Julia",female,18.0,3rd,Queenstown,Ireland,7.1408,yes
"Smyth, Mr. Thomas",male,27.0,3rd,Queenstown,Ireland,7.15,no
"Snyder, Mr. John Pillsbury",male,24.0,1st,Southampton,United States,82.0504,yes
"Snyder, Mrs. Nelle",female,23.0,1st,Southampton,United States,82.0504,yes
"Sobey, Mr. Samuel James Hayden",male,25.0,2nd,Southampton,England,13.0,no
"Søholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,3rd,Southampton,Norway,7.13,no
"Somerton, Mr. Francis William",male,31.0,3rd,Southampton,England,8.01,no
"Spector, Mr. Woolf",male,23.0,3rd,Southampton,England,8.01,no
"Spedden, Master. Robert Douglas",male,6.0,1st,Cherbourg,United States,134.1,yes
"Spedden, Mr. Frederic Oakley",male,45.0,1st,Cherbourg,United States,134.1,yes
"Spedden, Mrs. Margaretta Corning",female,39.0,1st,Cherbourg,United States,134.1,yes
"Spencer, Mrs. Marie Eugenie",female,48.0,1st,Cherbourg,United States,146.1005,yes
"Spencer, Mr. William Augustus",male,57.0,1st,Cherbourg,United States,146.1005,no
"Spinner, Mr. Henry John",male,31.0,3rd,Southampton,England,8.01,no
"Stähelin-Maeglin, Dr. Max",male,32.0,1st,Southampton,Switzerland,30.1,yes
"Staneff, Mr. Ivan",male,23.0,3rd,Southampton,Bulgaria,7.1711,no
"Stankovic, Mr. Ivan",male,33.0,3rd,Cherbourg,Croatia,8.1309,no
"Stanley, Miss. Amy Zillah Elsie",female,24.0,3rd,Southampton,England,7.11,yes
"Stanley, Mr. Rowland Edwin",male,22.0,3rd,Southampton,England,8.01,no
"Stanton, Mr. Samuel Ward",male,42.0,2nd,Cherbourg,United States,15.0,no
"Stead, Mr. William Thomas",male,62.0,1st,Southampton,England,26.11,no
"Stengel, Mr. Charles Emil Henry",male,54.0,1st,Cherbourg,United States,55.081,yes
"Stengel, Mrs. Annie May",female,43.0,1st,Cherbourg,Ireland,55.081,yes
"Stephenson, Mrs. Martha",female,52.0,1st,Cherbourg,United States,78.0504,yes
"Stewart, Mr. Albert Ankeny",male,64.0,1st,Cherbourg,United States,27.1405,no
"Stokes, Mr. Philip Joseph",male,24.0,2nd,Southampton,England,10.1,no
"Stone, Mrs. Martha Evelyn",female,61.0,1st,Southampton,United States,80.0,yes
"Stoytcheff, Mr. Ilia",male,19.0,3rd,Southampton,Bulgaria,7.1711,no
"Strandberg, Miss. Ida Sofia",female,22.0,3rd,Southampton,Finland,9.1609,no
"Strandén, Mr. Juho Niilosson",male,30.0,3rd,Southampton,Finland,7.1806,yes
"Straus, Mr. Isidor",male,67.0,1st,Southampton,United States,221.1507,no
"Straus, Mrs. Rosalie Ida",female,63.0,1st,Southampton,Germany,221.1507,no
"Strilic, Mr. Ivan",male,27.0,3rd,Southampton,Croatia,8.1303,no
"Ström, Miss. Telma Matilda",female,2.0,3rd,Southampton,United States,10.0903,no
"Ström, Mrs. Elna Matilda",female,29.0,3rd,Southampton,Sweden,10.0903,no
"Sunderland, Mr. Victor Francis",male,20.0,3rd,Southampton,England,8.01,yes
"Sundman, Mr. Johan Julian",male,44.0,3rd,Southampton,Finland,7.1806,yes
"Sutehall, Mr. Henry Jr",male,25.0,3rd,Southampton,England,7.01,no
"Sutton, Mr. Frederick",male,61.0,1st,Southampton,England,32.0605,no
"Svensson, Mr. Johan",male,74.0,3rd,Southampton,Sweden,7.1506,no
"Svensson, Mr. Johan Cervin",male,14.0,3rd,Southampton,Sweden,9.0406,yes
"Svensson, Mr. Olof",male,24.0,3rd,Southampton,Sweden,7.1511,no
"Swane, Mr. George",male,19.0,2nd,Southampton,England,13.0,no
"Sweet, Mr. George Frederick",male,14.0,2nd,Southampton,England,65.0,no
"Swift, Mrs. Margaret Welles",female,46.0,1st,Southampton,United States,25.1807,yes
"Tannūs, Master. As'ad",male,0.4166666667,3rd,Cherbourg,Lebanon,8.1004,yes
"Tannūs, Mr. Bashīr",male,30.0,3rd,Cherbourg,Lebanon,6.0809,no
"Tannūs, Mrs. Thamīn",female,16.0,3rd,Cherbourg,Lebanon,8.1004,yes
"Taussig, Miss. Ruth",female,18.0,1st,Southampton,United States,79.13,yes
"Taussig, Mr. Emil",male,52.0,1st,Southampton,United States,79.13,no
"Taussig, Mrs. Tillie",female,39.0,1st,Southampton,United States,79.13,yes
"Taylor, Mr. Elmer Zebley",male,48.0,1st,Southampton,United States,52.0,yes
"Taylor, Mrs. Juliet Cummins",female,49.0,1st,Southampton,United States,52.0,yes
"Tenglin, Mr. Gunnar Isidor",male,25.0,3rd,Southampton,Sweden,7.1511,yes
"Thayer, Mr. John Borland",male,49.0,1st,Cherbourg,United States,110.1708,no
"Thayer, Mr. John Borland jr",male,17.0,1st,Cherbourg,United States,110.1708,yes
"Thayer, Mrs. Marian Longstreth",female,39.0,1st,Cherbourg,United States,110.1708,yes
"Theobald, Mr. Thomas Leonard",male,34.0,3rd,Southampton,England,8.01,no
"Thompson, Mr. Alexander Mellis",male,37.0,3rd,Southampton,Scotland,8.01,no
"Thorne, Miss. Gertrude Maybelle",female,38.0,1st,Cherbourg,United States,80.0,yes
"Thorneycroft, Mr. Percival",male,37.0,3rd,Southampton,England,16.02,no
"Thorneycroft, Mrs. Florence Kate",female,33.0,3rd,Southampton,England,16.02,yes
"Tikkanen, Mr. Juho",male,32.0,3rd,Southampton,Finland,7.1806,no
"Tobin, Mr. Roger",male,20.0,3rd,Queenstown,Ireland,7.15,no
"Todoroff, Mr. Lalio",male,23.0,3rd,Southampton,Bulgaria,7.1711,no
"Tomlin, Mr. Ernest Portage",male,22.0,3rd,Southampton,England,8.01,no
"Toomey, Miss. Ellen Mary",female,48.0,2nd,Southampton,Ireland,10.1,yes
"Törber, Mr. Ernst Wilhelm",male,41.0,3rd,Southampton,England,8.01,no
"Torfa, Mr. Assad",male,20.0,3rd,Cherbourg,Lebanon,7.0407,no
"Totevski, Mr. Hristo Danchev",male,25.0,3rd,Southampton,Bulgaria,7.1711,no
"Troupiansky, Mr. Moses Aaron",male,23.0,2nd,Southampton,England,13.0,no
"Trout, Mrs. Jessie Laird",female,27.0,2nd,Southampton,Scotland,12.13,yes
"Troutt, Miss. Edwina Celia",female,27.0,2nd,Southampton,England,10.1,yes
"Tucker, Mr. Gilbert Milligan jr",male,31.0,1st,Cherbourg,United States,28.1009,yes
"Tu'mah, Master. Jirjis Yūsuf",male,8.0,3rd,Cherbourg,Lebanon,15.0411,yes
"Tu'mah, Miss. Mariyam",female,9.0,3rd,Cherbourg,Lebanon,15.0411,yes
"Tu'mah, Mrs. Hinnah",female,27.0,3rd,Cherbourg,Lebanon,15.0411,yes
"Turcin, Mr. Stjepan",male,36.0,3rd,Southampton,Croatia,7.1711,no
"Turja, Miss. Anna Sofia",female,18.0,3rd,Southampton,Finland,9.161,yes
"Turkula, Mrs. Hedwig",female,63.0,3rd,Southampton,Finland,9.1109,yes
"Turpin, Mrs. Dorothy Ann",female,26.0,2nd,Southampton,England,21.0,no
"Turpin, Mr. William John",male,29.0,2nd,Southampton,England,21.0,no
"Uruchurtu, Don. Manuel Ramirez",male,39.0,1st,Cherbourg,Mexico,27.1405,no
"van Billiard, Master. James William",male,10.0,3rd,Southampton,England,14.1,no
"van Billiard, Master. Walter John",male,9.0,3rd,Southampton,England,14.1,no
"van Billiard, Mr. Austin Blyler",male,35.0,3rd,Southampton,England,14.1,no
"Van den Steen, Mr. Leo Peter",male,28.0,3rd,Southampton,Belgium,9.1,no
"Vandercruyssen, Mr. Victor",male,46.0,3rd,Southampton,Belgium,9.0,no
"Van der hoef, Mr. Wyckoff",male,61.0,1st,Southampton,United States,33.1,no
"Vanderplancke, Miss. Augusta Maria",female,18.0,3rd,Southampton,Belgium,18.0,no
"Vanderplancke, Mr. Julius",male,31.0,3rd,Southampton,Belgium,18.0,no
"Vanderplancke, Mr. Leo Edmondus",male,15.0,3rd,Southampton,Belgium,18.0,no
"Vanderplancke, Mrs. Emelie Maria",female,31.0,3rd,Southampton,Belgium,18.0,no
"Van de Velde, Mr. Johannes Josef",male,35.0,3rd,Southampton,Belgium,9.1,no
"Vandewalle, Mr. Nestor Cyriel",male,28.0,3rd,Southampton,Belgium,9.1,no
"Van Impe, Miss. Catharina",female,10.0,3rd,Southampton,Belgium,24.03,no
"Van Impe, Mr. Jean Baptiste",male,36.0,3rd,Southampton,Belgium,24.03,no
"Van Impe, Mrs. Rosalie Paula",female,30.0,3rd,Southampton,Belgium,24.03,no
"van Melckebeke, Mr. Philemon",male,23.0,3rd,Southampton,Belgium,9.1,no
"Vartanian, Mr. David",male,22.0,3rd,Cherbourg,Turkey,7.0406,yes
"Veal, Mr. James",male,40.0,2nd,Southampton,United States,13.0,no
"Vendel, Mr. Olof Edvin",male,20.0,3rd,Southampton,Sweden,7.1701,no
"Veström, Miss. Hulda Amanda Adolfina",female,14.0,3rd,Southampton,Sweden,7.1701,no
"Vovk, Mr. Janko",male,21.0,3rd,Southampton,Slovenia,7.1711,no
"Waelens, Mr. Achille",male,22.0,3rd,Southampton,Belgium,9.0,no
"Walker, Mr. William Anderson",male,48.0,1st,Southampton,United States,34.0,no
"Wallcroft, Miss. Ellen 'Nellie'",female,36.0,2nd,Southampton,England,21.0,yes
"Ware, Mr. Frederick",male,35.0,3rd,Southampton,England,8.01,no
"Ware, Mr. John James",male,47.0,2nd,Southampton,England,21.0,no
"Ware, Mrs. Florence Louise",female,32.0,2nd,Southampton,England,21.0,yes
"Ware, Mr. William Jeffery",male,23.0,2nd,Southampton,England,10.1,no
"Warren, Mr. Charles William",male,31.0,3rd,Southampton,England,7.11,no
"Warren, Mr. Frank Manley",male,63.0,1st,Cherbourg,United States,75.05,no
"Warren, Mrs. Anna Sophia",female,60.0,1st,Cherbourg,England,75.05,yes
"Watt, Miss. Robertha Josephine",female,12.0,2nd,Southampton,Scotland,15.15,yes
"Watt, Mrs. Elizabeth",female,40.0,2nd,Southampton,Scotland,15.15,yes
"Wazli, Mr. Yousif Ahmed",male,23.0,3rd,Cherbourg,Lebanon,7.0406,no
"Webber, Miss. Susan",female,37.0,2nd,Southampton,England,13.0,yes
"Webber, Mr. James",male,66.0,3rd,Southampton,England,8.01,no
"Weir, Colonel. John",male,59.0,1st,Southampton,United States,26.11,no
"Weisz, Mr. Léopold",male,37.0,2nd,Southampton,Hungary,26.0,no
"Weisz, Mrs. Mathilde Françoise",female,37.0,2nd,Southampton,England,26.0,yes
"Wells, Master. Ralph Lester",male,2.0,2nd,Southampton,England,23.0,yes
"Wells, Miss. Joan",female,4.0,2nd,Southampton,England,23.0,yes
"Wells, Mrs. Addie Dart",female,29.0,2nd,Southampton,England,23.0,yes
"Wennerström, Mr. August",male,27.0,3rd,Southampton,Sweden,7.1511,yes
"West, Miss. Barbara Joyce",female,0.8333333333,2nd,Southampton,England,27.15,yes
"West, Miss. Constance Mirium",female,4.0,2nd,Southampton,England,27.15,yes
"West, Mr. Edwy Arthur",male,36.0,2nd,Southampton,England,27.15,no
"West, Mrs. Ada Mary",female,33.0,2nd,Southampton,England,27.15,yes
"Wheadon, Mr. Edward Henry",male,65.0,2nd,Southampton,England,10.1,no
"Wheeler, Mr. Edwin Charles",male,26.0,2nd,Southampton,England,12.1706,no
"Whilems, Mr. Charles",male,31.0,2nd,Southampton,England,13.0,yes
"White, Mr. Percival Wayland",male,54.0,1st,Southampton,United States,77.0509,no
"White, Mr. Richard Frasar",male,21.0,1st,Southampton,United States,77.0509,no
"Wick, Col. George Dennick",male,57.0,1st,Southampton,United States,164.1704,no
"Wick, Miss. Mary Natalie",female,31.0,1st,Southampton,United States,164.1704,yes
"Wick, Mrs. Mary Peebles",female,45.0,1st,Southampton,United States,164.1704,yes
"Widegren, Mr. Carl Peter",male,51.0,3rd,Southampton,Sweden,7.15,no
"Widener, Mr. George Dunton",male,50.0,1st,Southampton,United States,211.1,no
"Widener, Mr. Harry Elkins",male,27.0,1st,Southampton,United States,211.1,no
"Widener, Mrs. Eleanor",female,50.0,1st,Southampton,United States,211.1,yes
"Wiklund, Mr. Jakob Alfred",male,18.0,3rd,Southampton,Finland,6.0911,no
"Wiklund, Mr. Karl Johan",male,21.0,3rd,Southampton,Finland,6.0911,no
"Wilkes, Mrs. Ellen",female,47.0,3rd,Southampton,England,7.0,yes
"Wilkinson, Mrs. Elizabeth Anne",female,30.0,2nd,Southampton,England,26.0,yes
"Willard, Miss. Constance",female,21.0,1st,Southampton,United States,26.11,yes
"Willey, Mr. Edward John",male,21.0,3rd,Southampton,Wales,7.11,no
"Williams, Mr. Charles Duane",male,51.0,1st,Cherbourg,Switzerland,61.0707,no
"Williams, Mr. Charles Eugene",male,23.0,2nd,Southampton,England,13.0,yes
"Williams, Mr. Fletcher Fellowes Lambert",male,43.0,1st,Southampton,United States,35.0,no
"Williams, Mr. Howard Hugh",male,28.0,3rd,Southampton,England,8.01,no
"Williams, Mr. Leslie",male,28.0,3rd,Southampton,Wales,16.02,no
"Williams, Mr. Richard Norris II",male,21.0,1st,Cherbourg,Switzerland,61.0707,yes
"Windeløv, Mr. Einar",male,21.0,3rd,Southampton,South Africa,7.05,no
"Wirz, Mr. Albert",male,17.0,3rd,Southampton,Switzerland,8.1303,no
"Wiseman, Mr. Philippe",male,54.0,3rd,Southampton,England,7.05,no
"Wittevrongel, Mr. Camilius Aloysius",male,36.0,3rd,Southampton,Belgium,9.1,no
"Woolner, Mr. Hugh",male,46.0,1st,Southampton,England,35.1,yes
"Wright, Miss. Marion",female,26.0,2nd,Southampton,England,13.1,yes
"Wright, Mr. George",male,62.0,1st,Southampton,Canada,26.11,no
"Yasbeck, Mr. Antoni",male,27.0,3rd,Cherbourg,Lebanon,14.0901,no
"Yazbeck, Mrs. Selini",female,15.0,3rd,Cherbourg,Lebanon,14.0901,yes
"Young, Miss. Marie Grice",female,36.0,1st,Cherbourg,United States,135.1208,yes
"Yousseff (Abi Saab), Mr. Gerios",male,26.0,3rd,Cherbourg,Lebanon,7.0406,no
"Youssiff (Sam'aan), Mr. Gerios",male,45.0,3rd,Cherbourg,Lebanon,7.0407,no
"Yūsuf, Mrs. Kātrīn",female,23.0,3rd,Cherbourg,Lebanon,22.0702,yes
"Yvois, Miss. Henriette",female,24.0,2nd,Southampton,France,13.0,no
"Zakarian, Mr. Mapriededer",male,22.0,3rd,Cherbourg,Turkey,7.0406,no
"Zakarian, Mr. Ortin",male,27.0,3rd,Cherbourg,Turkey,7.0406,no
"Zenni, Mr. Philip",male,25.0,3rd,Cherbourg,Lebanon,7.0406,yes
"Zimmermann, Mr. Leo",male,29.0,3rd,Southampton,Germany,7.1706,no
