MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Robin Walker","Worcester BC","","","£5,628.48","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,628.48","","","","£2,700.00","£0.00","","Uncapped","£648.97","Uncapped","£0.00","£3,348.97","£8,977.45"
"Roger Gale","North Thanet CC","","","£9,283.56","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,283.56","","","","£2,508.63","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£2,508.63","£11,792.19"
"Ronnie Cowan","Inverclyde CC","","","£6,249.46","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,249.46","","","","£5,531.02","£0.00","","Uncapped","£18.00","Uncapped","£0.00","£5,549.02","£11,798.48"
"Rory Stewart","Penrith and The Border CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","-£346.53","£346.53","","Uncapped","£0.00","Uncapped","£0.00","-£346.53","-£346.53"
"Rosena Allin-Khan","Tooting BC","","","£11,082.45","£0.00","","","","£8,610.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£19,692.45","","","","£0.00","£0.00","","Uncapped","£57.42","Uncapped","£0.00","£57.42","£19,749.87"
"Rosie Cooper","West Lancashire CC","","","£6,652.41","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,252.41","","","","£3,823.42","£0.00","","Uncapped","£137.70","Uncapped","£0.00","£3,961.12","£14,213.53"
"Rosie Duffield","Canterbury CC","","","£10,868.32","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£14,468.32","","","","£9,451.68","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£9,451.68","£23,920.00"
"Rosie Winterton","Doncaster Central BC","","","£2,565.18","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,165.18","","","","£2,487.76","£0.00","","Uncapped","£1,861.85","Uncapped","£0.00","£4,349.61","£10,514.79"
"Royston Smith","Southampton, Itchen BC","","","£4,781.70","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,781.70","","","","£4,937.99","£0.00","","Uncapped","£371.65","Uncapped","£0.00","£5,309.64","£10,091.34"
"Rupa Huq","Ealing Central and Acton BC","","","£5,443.43","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,443.43","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£5,443.43"
"Rushanara Ali","Bethnal Green and Bow BC","","","£10,124.02","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£13,724.02","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£13,724.02"
"Ruth Cadbury","Brentford and Isleworth BC","","","£9,771.54","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,771.54","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£9,771.54"
"Ruth Edwards","Rushcliffe CC","","","£15,719.08","£0.00","","","","£5,758.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£21,477.08","","","","£4,029.99","£0.00","","Uncapped","£399.61","Uncapped","£0.00","£4,429.60","£25,906.68"
"Ruth George","High Peak CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","£0.00","£0.00","","Uncapped","£173.88","Uncapped","£0.00","£173.88","£173.88"
"Ruth Jones","Newport West CC","","","£9,594.67","£0.00","","","","£438.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,033.27","","","","£4,974.31","£0.00","","Uncapped","£461.90","Uncapped","£0.00","£5,436.21","£15,469.48"
"Ruth Smeeth","Stoke-on-Trent North BC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£2,941.00","£2,941.00","£2,941.00"
"Sajid Javid","Bromsgrove CC","","","£5,992.23","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,992.23","","","","£0.00","£0.00","","Uncapped","£225.00","Uncapped","£0.00","£225.00","£6,217.23"
"Sally-Ann Hart","Hastings and Rye CC","","","£12,691.11","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,691.11","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£12,691.11"
"Sam Tarry","Ilford South BC","","","£8,245.01","£0.00","","","","£594.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,839.01","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£8,839.01"
"Sammy Wilson","East Antrim","","","£9,899.59","£0.00","","","","£5,472.82","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£15,372.41","","","","£4,547.86","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£4,547.86","£19,920.27"
"Sandy Martin","Ipswich BC","","","-£106.69","£106.69","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£106.69","","","","-£106.70","£106.70","","Uncapped","£0.00","Uncapped","£0.00","-£106.70","-£213.39"
"Saqib Bhatti","Meriden CC","","","£5,783.88","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,832.88","","","","£8,108.48","£0.00","","Uncapped","£1,151.40","Uncapped","£0.00","£9,259.88","£18,092.76"
"Sara Britcliffe","Hyndburn BC","","","£3,221.97","£0.00","","","","£3,650.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,871.97","","","","£5,359.50","£0.00","","Uncapped","£2,173.90","Uncapped","£0.00","£7,533.40","£14,405.37"
"Sarah Atherton","Wrexham CC","","","£10,098.18","£0.00","","","","£3,487.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£13,585.78","","","","£5,286.79","£0.00","","Uncapped","£1,190.76","Uncapped","£0.00","£6,477.55","£20,063.33"
"Sarah Champion","Rotherham BC","","","£5,900.72","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,500.72","","","","£7,272.44","£0.00","","Uncapped","£7.50","Uncapped","£0.00","£7,279.94","£16,780.66"
"Sarah Dines","Derbyshire Dales CC","","","£9,758.33","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,758.33","","","","£0.00","£0.00","","Uncapped","£1,054.05","Uncapped","£0.00","£1,054.05","£10,812.38"
"Sarah Jones","Croydon Central BC","","","£8,503.42","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,503.42","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£8,503.42"
"Sarah Olney","Richmond Park BC","","","£9,077.96","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,077.96","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£9,077.96"
"Sarah Owen","Luton North BC","","","£7,576.27","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,576.27","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£7,576.27"
"Scott Benton","Blackpool South BC","","","£6,318.44","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,367.44","","","","£6,177.61","£0.00","","Uncapped","£2,771.00","Uncapped","£0.00","£8,948.61","£18,316.05"
"Scott Mann","North Cornwall CC","","","£7,195.94","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,195.94","","","","£7,332.06","£0.00","","Uncapped","£2,170.90","Uncapped","£0.00","£9,502.96","£16,698.90"
"Seema Kennedy","South Ribble CC","","","-£190.98","£190.98","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£190.98","","","","-£102.02","£102.02","","Uncapped","£0.00","Uncapped","£0.00","-£102.02","-£293.00"
"Seema Malhotra","Feltham and Heston BC","","","£8,555.92","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,155.92","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£12,155.92"
"Selaine Saxby","North Devon CC","","","£8,566.66","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,566.66","","","","£8,101.38","£0.00","","Uncapped","£1,515.05","Uncapped","£0.00","£9,616.43","£18,183.09"
"Shabana Mahmood","Birmingham, Ladywood BC","","","£5,548.98","£0.00","","","","£10,532.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£16,080.98","","","","£5,428.59","£0.00","","Uncapped","£302.44","Uncapped","£0.00","£5,731.03","£21,812.01"
"Shailesh Vara","North West Cambridgeshire CC","","","£8,015.67","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,015.67","","","","£0.00","£0.00","","Uncapped","£242.55","Uncapped","£0.00","£242.55","£8,258.22"
"Sharon Hodgson","Washington and Sunderland West BC","","","£8,615.28","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,615.28","","","","£6,166.81","£0.00","","Uncapped","£36.55","Uncapped","£0.00","£6,203.36","£14,818.64"
"Shaun Bailey","West Bromwich West BC","","","£14,202.36","£0.00","","","","£360.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£14,562.36","","","","£6,803.03","£0.00","","Uncapped","£1,227.77","Uncapped","£0.00","£8,030.80","£22,593.16"
"Sheryll Murray","South East Cornwall CC","","","£4,659.14","£0.00","","","","£2,000.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,659.14","","","","£7,593.73","£0.00","","Uncapped","£2,707.50","Uncapped","£0.00","£10,301.23","£16,960.37"
"Simon Baynes","Clwyd South CC","","","£10,035.58","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,035.58","","","","£0.00","£0.00","","Uncapped","£1,591.20","Uncapped","£0.00","£1,591.20","£11,626.78"
"Simon Clarke","Middlesbrough South and East Cleveland CC","","","£10,932.89","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,932.89","","","","£8,580.00","£0.00","","Uncapped","£247.33","Uncapped","£0.00","£8,827.33","£19,760.22"
"Simon Fell","Barrow and Furness CC","","","£18,911.67","£0.00","","","","£3,052.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£21,963.67","","","","£4,142.52","£0.00","","Uncapped","£2,888.24","Uncapped","£0.00","£7,030.76","£28,994.43"
"Simon Hart","Carmarthen West and South Pembrokeshire CC","","","£3,633.52","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,683.52","","","","£8,571.32","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£8,571.32","£15,254.84"
"Simon Hoare","North Dorset CC","","","£5,114.63","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,114.63","","","","£11,777.86","£0.00","","Uncapped","£223.37","Uncapped","£0.00","£12,001.23","£17,115.86"
"Simon Jupp","East Devon CC","","","£3,620.74","£0.00","","","","£3,487.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,108.34","","","","£6,169.52","£0.00","","Uncapped","£1,318.40","Uncapped","£0.00","£7,487.92","£14,596.26"
"Siobhain McDonagh","Mitcham and Morden BC","","","£5,209.79","£0.00","","","","£5,000.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£10,209.79","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£10,209.79"
"Siobhan Baillie","Stroud CC","","","£4,504.54","£0.00","","","","£3,049.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,553.54","","","","£4,847.29","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£4,847.29","£12,400.83"
"Stella Creasy","Walthamstow BC","","","£7,712.82","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,712.82","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£7,712.82"
"Stephanie Peacock","Barnsley East CC","","","£7,773.12","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,773.12","","","","£5,505.47","£0.00","","Uncapped","£501.40","Uncapped","£0.00","£6,006.87","£13,779.99"
"Stephen Barclay","North East Cambridgeshire CC","","","£7,229.08","£0.00","","","","£284.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,513.12","","","","£0.00","£0.00","","Uncapped","£160.80","Uncapped","£0.00","£160.80","£7,673.92"
"Stephen Crabb","Preseli Pembrokeshire CC","","","£7,476.03","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,476.03","","","","£8,164.76","£0.00","","Uncapped","£590.95","Uncapped","£0.00","£8,755.71","£16,231.74"
"Stephen Doughty","Cardiff South and Penarth BC","","","£10,525.70","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£14,125.70","","","","£7,517.10","£0.00","","Uncapped","£1,144.72","Uncapped","£0.00","£8,661.82","£22,787.52"
"Stephen Farry","North Down","","","£12,334.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,334.00","","","","£1,400.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£1,400.00","£13,734.00"
"Stephen Flynn","Aberdeen South BC","","","£7,077.88","£0.00","","","","£5,550.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,627.88","","","","£9,031.85","£0.00","","Uncapped","£2,175.68","Uncapped","£0.00","£11,207.53","£23,835.41"
"Stephen Gethins","North East Fife CC","","","£4,791.65","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£4,791.65","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£4,791.65"
"Stephen Hammond","Wimbledon BC","","","£3,731.96","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£3,731.96","","","","£0.00","£0.00","","Uncapped","£136.30","Uncapped","£0.00","£136.30","£3,868.26"
"Stephen Kinnock","Aberavon CC","","","£4,894.60","£0.00","","","","£3,600.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£8,494.60","","","","£7,616.00","£0.00","","Uncapped","£165.34","Uncapped","£0.00","£7,781.34","£16,275.94"
"Stephen McCabe","Birmingham, Selly Oak BC","","","£6,186.61","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£6,186.61","","","","£1,790.15","£0.00","","Uncapped","£793.00","Uncapped","£0.00","£2,583.15","£8,769.76"
"Stephen McPartland","Stevenage CC","","","£6,506.36","£0.00","","","","£3,047.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,553.36","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£9,553.36"
"Stephen Metcalfe","South Basildon and East Thurrock BC","","","£9,725.30","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£9,725.30","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£9,725.30"
"Stephen Morgan","Portsmouth South BC","","","£13,892.28","£0.00","","","","£900.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£14,792.28","","","","£9,214.39","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£9,214.39","£24,006.67"
"Stephen Pound","Ealing North BC","","","-£50.00","£50.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","-£50.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","-£50.00"
"Stephen Timms","East Ham BC","","","£6,411.45","£0.00","","","","£830.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,241.45","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£7,241.45"
"Stephen Twigg","Liverpool, West Derby BC","","","-£84.92","£84.92","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£18.10","£0.00","-£66.82","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","-£66.82"
"Steve Baker","Wycombe CC","","","£7,748.82","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,748.82","","","","£97.00","£0.00","","Uncapped","£135.50","Uncapped","£0.00","£232.50","£7,981.32"
"Steve Brine","Winchester CC","","","£9,066.27","£0.00","","","","£3,050.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£12,116.27","","","","£175.00","£0.00","","Uncapped","£592.30","Uncapped","£0.00","£767.30","£12,883.57"
"Steve Double","St Austell and Newquay CC","","","£7,863.02","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£7,863.02","","","","£6,425.34","£0.00","","Uncapped","£2,943.40","Uncapped","£0.00","£9,368.74","£17,231.76"
"Steve Reed","Croydon North BC","","","£5,941.63","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,941.63","","","","£0.00","£0.00","","Uncapped","£167.50","Uncapped","£0.00","£167.50","£6,109.13"
"Steven Bonnar","Coatbridge, Chryston and Bellshill BC","","","£5,714.65","£0.00","","","","£240.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£5,954.65","","","","£5,020.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£5,020.00","£10,974.65"
"Stewart Hosie","Dundee East BC","","","£2,317.29","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£2,317.29","","","","£6,514.24","£0.00","","Uncapped","£1,869.00","Uncapped","£0.00","£8,383.24","£10,700.53"
"Stewart McDonald","Glasgow South BC","","","£1,924.99","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£1,924.99","","","","£4,713.67","£0.00","","Uncapped","£1,236.18","Uncapped","£0.00","£5,949.85","£7,874.84"
"Stuart Anderson","Wolverhampton South West BC","","","£7,999.17","£0.00","","","","£7,265.60","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£15,264.77","","","","£6,842.95","£0.00","","Uncapped","£1,104.87","Uncapped","£0.00","£7,947.82","£23,212.59"
